Name,degree centrality,closeness centrality,betweenness centrality
FBP2,0.0005514199062586159,0.0,0.0
FCER1A,0.0005514199062586159,0.0,0.0
FGB,0.0010109364948074624,0.0,0.0
FGF13,0.0027570995312930797,0.0,0.0
FGF2,0.00036761327083907727,0.0,0.0
FGF8,0.0012866464479367704,0.0,0.0
FGFBP1,0.00036761327083907727,0.0,0.0
FGFR1,0.0009190331770976932,0.0,0.0
FHL2,0.00533039242716662,0.35243937172989126,0.00016279857229773592
FOXA1,0.022332506203473945,0.35968111662524926,0.00016685062189792155
GADD45A,0.002021872989614925,0.0,0.0
GADD45B,0.0019299696719051558,0.0,0.0
GADD45G,0.0022056796250344637,0.0,0.0
GATA3,0.02407866923995956,0.3869306575296899,0.00023279370769809703
GCK,0.0009190331770976932,0.0,0.0
GOT1,0.0010109364948074624,0.0,0.0
GSTP1,0.0015623564010660783,0.0,0.0
GTF2F1,0.002940906166712618,0.3663713335263232,8.443084076978985e-05
H3F3A,0.0023894862604540022,0.0,0.0
HES1,0.0046870692031982355,0.3196953579901694,4.017289532302356e-05
HMGCS1,0.0012866464479367704,0.0,0.0
HMGCS2,0.0007352265416781545,0.0,0.0
HNF1A,0.030879514750482492,0.39186229105467474,0.000665487074752709
HNF1B,0.001470453083356309,0.3324048396033774,2.805978793049376e-06
HOXA1,0.002940906166712618,0.28399890129661837,2.1144297727548967e-05
HOXA4,0.0015623564010660783,9.190331770976932e-05,2.8498241087597374e-07
HOXA7,0.001746163036485617,0.2710205522050261,2.5339383757077125e-06
HOXC8,0.0025732928958735407,0.338966144451567,2.6781038604934804e-05
HOXD4,0.0016542597187758478,0.33730165381185573,9.314044564003106e-06
HSD11B1,0.0005514199062586159,0.0,0.0
HSD17B1,0.0007352265416781545,0.0,0.0
IBSP,0.00036761327083907727,0.0,0.0
ICAM1,0.0021137763073246943,0.0,0.0
IFNAR1,0.0010109364948074624,0.0,0.0
IGFBP5,0.00036761327083907727,0.0,0.0
IL6ST,0.0011947431302270011,0.0,0.0
INS,0.001470453083356309,0.0,0.0
JUN,0.1333517139968753,0.4896908366669797,0.004910131446826702
KAT5,0.010017461630364856,0.40860728184369083,0.0008044983579557292
KAT7,0.0046870692031982355,0.3107343319795651,5.796425155503067e-05
KCNH4,0.001470453083356309,0.0,0.0
KHSRP,0.0018380663541953863,0.0003829304904573722,2.4960758210761783e-06
KLF5,0.0031247128021321567,0.3412362211303339,9.884433850984427e-06
KLK14,0.00027570995312930797,0.0,0.0
KLK15,0.00027570995312930797,0.0,0.0
KLK2,0.00018380663541953864,0.0,0.0
KLKB1,0.0005514199062586159,0.0,0.0
KRT19,0.001470453083356309,0.0,0.0
LCP1,0.0009190331770976932,0.0,0.0
LIPA,0.0005514199062586159,0.0,0.0
LIPE,0.0004595165885488466,0.0,0.0
LPL,0.0019299696719051558,0.0,0.0
MAP4K2,0.0006433232239683852,0.0,0.0
MED1,0.00533039242716662,0.36911260800089346,0.0004021957680803123
MIF,0.02141347302637625,0.3525538595715395,0.00027668324981264757
MMP9,0.0023894862604540022,0.0,0.0
MUC1,0.0027570995312930797,0.0,0.0
MUC4,0.0006433232239683852,0.0,0.0
MUC5AC,0.00036761327083907727,0.0,0.0
MYB,0.030328094844223875,0.4311029995253335,0.0005252301680095133
MYCN,0.0021137763073246943,0.3461004532511726,3.3441135293476455e-05
MYH6,0.0009190331770976932,0.0,0.0
NCOA1,0.00946604172410624,0.40086496317685866,0.0003830011716103276
NCOA2,0.006617038875103391,0.38603606790390094,0.0002984243856504611
NCOA3,0.007260362099071776,0.38639340690153345,0.00020449413026332535
NCOA4,0.0018380663541953863,0.33047160601230996,6.3698794211245075e-06
NCOA6,0.007076555463652237,0.38976541616269605,0.0003958491378465738
NCOR1,0.009649848359525778,0.37536810476430227,0.0006066524683017222
NCOR2,0.010017461630364856,0.4087457823535052,0.0005502916834357705
NEDD9,0.001470453083356309,0.0,0.0
NFKBIA,0.008547008547008546,0.34410329781389576,7.556335696961856e-05
NKX2-1,0.0036761327083907726,0.3331190304803644,0.00012631797675686894
NOL3,0.003492326072971234,0.0,0.0
NOX1,0.00018380663541953864,0.0,0.0
NR1H3,0.0044113592500689275,0.32245945904418905,5.4382561482607494e-05
NRIP1,0.006892748828232699,0.3766578056864813,0.00015669276766945876
NUDT6,0.0004595165885488466,0.0,0.0
PCK1,0.0012866464479367704,0.0,0.0
PDHA1,0.0012866464479367704,0.0,0.0
PGC,0.00036761327083907727,0.0,0.0
PIGR,0.0006433232239683852,0.0,0.0
PLAT,0.0009190331770976932,0.0,0.0
PLAU,0.001746163036485617,0.0,0.0
PML,0.008914621817847624,0.4201222472438459,0.00047072026166691323
PNRC1,0.0015623564010660783,0.0,0.0
POU1F1,0.0023894862604540022,0.34903897900078057,2.0401681828684434e-05
POU2F1,0.09447661060564286,0.47933124339944666,0.0022522536555855703
PPARG,0.07186839444903961,0.44249268206671305,0.001296311421123632
PPARGC1A,0.005973715651135005,0.3533918795561939,0.0003773117485304029
PPBP,0.00027570995312930797,0.0,0.0
PRKCA,0.002021872989614925,0.0,0.0
PTGER2,0.0011947431302270011,0.0,0.0
PTGS1,0.0012866464479367704,0.0,0.0
PTGS2,0.003216616119841926,0.0,0.0
PTHLH,0.0012866464479367704,0.0,0.0
RARA,0.020034923260729712,0.4151087402199377,0.0008465261507086022
RARB,0.006892748828232699,0.3834446725922227,3.605503884312042e-05
RARG,0.009374138406396471,0.34797582522845466,4.958542223717877e-05
RARRES3,0.00036761327083907727,0.0,0.0
RELA,0.055601507214410435,0.46289422558433296,0.002376751765982649
RETN,0.0005514199062586159,0.0,0.0
RNF4,0.0022056796250344637,0.33650682168703555,0.000196562146365253
IL2,0.0022056796250344637,0.0,0.0
S100A8,0.0011028398125172319,0.0,0.0
S100A9,0.0009190331770976932,0.0,0.0
SAT1,0.001470453083356309,0.0,0.0
SCARB1,0.0008271298593879239,0.0,0.0
SCD,0.0019299696719051558,0.0,0.0
SCGB1D1,0.00036761327083907727,0.0,0.0
SEMA6B,0.0005514199062586159,0.0,0.0
SERPINE1,0.0034004227552614646,0.0,0.0
SERPINF1,0.0004595165885488466,0.0,0.0
SFTPB,0.0005514199062586159,0.0,0.0
SLC10A2,0.0007352265416781545,0.0,0.0
SLC5A5,0.0008271298593879239,0.0,0.0
SMAD3,0.030328094844223875,0.4549196467724472,0.0034672972666567503
SMARCA1,0.001470453083356309,0.20416528110632964,2.7779846163993846e-07
SMARCA2,0.0036761327083907726,0.32766795522765146,1.872132915427694e-05
SMPD1,0.0009190331770976932,0.0,0.0
SOS1,0.001746163036485617,0.3507082664334735,2.575950833582523e-06
STAT3,0.05229298777685874,0.44876852518401716,0.0011995419702704872
STRA6,0.0006433232239683852,0.0,0.0
TCF7,0.0034004227552614646,0.3806206780195789,3.391209543315124e-05
TG,0.0009190331770976932,0.0,0.0
TGFB1,0.0024813895781637717,0.0,0.0
TGFB2,0.0013785497656465398,0.0,0.0
TGM1,0.0007352265416781545,0.0,0.0
THPO,0.0016542597187758478,0.0,0.0
TMSB10,0.0005514199062586159,0.0,0.0
TNFAIP2,0.0009190331770976932,0.0,0.0
TNFRSF11B,0.0004595165885488466,0.0,0.0
TNFRSF1B,0.0011947431302270011,0.0,0.0
TPO,0.0007352265416781545,0.0,0.0
TRPS1,0.0016542597187758478,0.2517050422804924,3.768281562447494e-07
UBE3A,0.0012866464479367704,0.0,0.0
UCP1,0.0009190331770976932,0.0,0.0
UCP2,0.0007352265416781545,0.0,0.0
UCP3,0.0006433232239683852,0.0,0.0
UGT2B4,0.00036761327083907727,0.0,0.0
ZMIZ1,0.001746163036485617,0.0,0.0
IL6,0.0024813895781637717,0.0,0.0
CSK,0.0009190331770976932,0.0,0.0
ARHGAP35,0.0010109364948074624,0.00045951658854884663,7.606456208616784e-07
THY1,0.00027570995312930797,0.0,0.0
SRC,0.0035842293906810036,0.0,0.0
RHOA,0.0011028398125172319,0.0,0.0
LEP,0.0008271298593879239,0.0,0.0
ARNT,0.10853781821523756,0.481350867656463,0.0017097217781876606
HIF1A,0.013969304291884936,0.41853449589488534,0.000530569929982229
EPAS1,0.0041356492969396195,0.37978157305001475,0.00015690201480480357
ARNT2,0.0009190331770976932,0.3289590813848894,3.392951208927457e-07
CRY1,0.0035842293906810036,0.27248350522345643,4.8649643499537864e-05
ARNTL,0.0033085194375516956,0.3302805238298926,0.00010837685270454373
CRY2,0.0012866464479367704,0.0,0.0
CSNK1D,0.0018380663541953863,0.0,0.0
CSNK1E,0.001746163036485617,0.0,0.0
BHLHE41,0.001746163036485617,0.28742102788798385,1.2954057858902588e-06
BHLHE40,0.009190331770976931,0.33254743268324155,9.86596341098644e-05
PER2,0.003216616119841926,0.27249034655779136,4.7966008511842714e-05
RORA,0.03620990717764911,0.36590195924110014,0.0006926311756129394
PER3,0.00266519621358331,0.3502555351787992,0.00012789530434644247
RORC,0.002021872989614925,0.2850356658538258,2.157676548186784e-06
RORB,0.0022056796250344637,0.29781620144476895,6.3137412873751074e-06
GOLPH3,0.0010109364948074624,0.0,0.0
ATF1,0.047605918573660505,0.4420421152268765,0.0003298251373948959
FLT1,0.0024813895781637717,0.0,0.0
COPA,0.0011028398125172319,0.0,0.0
CYP11B1,0.00027570995312930797,0.0,0.0
CIITA,0.0030328094844223876,0.35308146310918964,0.00013467630519399494
CHGA,0.0010109364948074624,0.0,0.0
CGA,0.001470453083356309,0.0,0.0
CFTR,0.0007352265416781545,0.0,0.0
CDK1,0.0033085194375516956,0.0,0.0
FLII,0.0012866464479367704,0.0,0.0
FOS,0.08427534233985846,0.4280931687066216,0.001621326447269392
GH2,0.0009190331770976932,0.0,0.0
HLA-G,0.00036761327083907727,0.0,0.0
HSPA5,0.0018380663541953863,0.0,0.0
ID2,0.007168458781362007,0.3485121869256052,0.0001847857684644263
IL10,0.0012866464479367704,0.0,0.0
IL1B,0.0012866464479367704,0.0,0.0
INHBA,0.0011947431302270011,0.0,0.0
LOR,0.0007352265416781545,0.0,0.0
LTC4S,0.0007352265416781545,0.0,0.0
MYH10,0.0008271298593879239,0.0,0.0
NANS,0.0005514199062586159,0.0,0.0
NKX6-1,0.011855527984560242,0.3581026829791887,7.471833316679762e-05
NOS1,0.0010109364948074624,0.0,0.0
NR3C2,0.00404374597922985,0.3226703735112315,1.7714928622285723e-05
NT5E,0.0008271298593879239,0.0,0.0
NTS,0.0010109364948074624,0.0,0.0
OXT,0.0008271298593879239,0.0,0.0
PCSK1,0.001470453083356309,0.0,0.0
PGK1,0.0010109364948074624,0.0,0.0
PLAUR,0.0011947431302270011,0.0,0.0
POLB,0.0007352265416781545,0.0,0.0
POLG2,0.001746163036485617,0.0,0.0
SLC19A1,0.0008271298593879239,0.0,0.0
SLC20A1,0.0016542597187758478,0.0,0.0
SLC6A4,0.0012866464479367704,0.0,0.0
SPRR3,0.00036761327083907727,0.0,0.0
ST3GAL5,0.0006433232239683852,0.0,0.0
TEAD1,0.0021137763073246943,0.3743452681101777,0.0002242186211214073
ERBB2,0.0018380663541953863,0.0,0.0
EXOC3,0.0012866464479367704,0.0,0.0
FLI1,0.00670894219281316,0.3546042610288921,0.0001522130327152581
TFRC,0.0013785497656465398,0.0,0.0
CD8A,0.0004595165885488466,0.0,0.0
CCNA1,0.0018380663541953863,0.0,0.0
CCL5,0.0015623564010660783,0.0,0.0
CALCA,0.0004595165885488466,0.0,0.0
BRCA1,0.01608308059920963,0.4469941521025647,0.0013290453578462078
ATM,0.0054222957448763895,0.36441535199282354,4.7374224947237945e-05
AQP3,0.0008271298593879239,0.0,0.0
APEX1,0.0034004227552614646,0.34251776851133847,1.1652004752281247e-05
AGXT,0.0004595165885488466,0.0,0.0
AGT,0.0005514199062586159,0.0,0.0
ADRB3,0.0007352265416781545,0.0,0.0
ACHE,0.0007352265416781545,0.0,0.0
TNF,0.0036761327083907726,0.0,0.0
TOP1,0.0021137763073246943,0.0,0.0
TOP2A,0.0015623564010660783,0.0,0.0
UBE2I,0.006065618968844775,0.0,0.0
UGT8,0.0004595165885488466,0.0,0.0
VIPR1,0.0007352265416781545,0.0,0.0
CYP11B2,0.0005514199062586159,0.0,0.0
DPAGT1,0.0007352265416781545,0.0,0.0
EGR1,0.2078853046594982,0.5326896050382974,0.0036987468176420024
VIP,0.0021137763073246943,0.0,0.0
TSPAN31,0.0010109364948074624,0.0,0.0
TH,0.0013785497656465398,0.0,0.0
LDHA,0.0012866464479367704,0.0,0.0
PENK,0.0008271298593879239,0.0,0.0
ATF2,0.08161014612627515,0.438824923704119,0.001143676493965816
ACE,0.0010109364948074624,0.0,0.0
ATF3,0.04135649296939619,0.4102910181857807,0.00031040285667907445
IFNB1,0.0010109364948074624,0.0,0.0
IFNG,0.002021872989614925,0.0,0.0
IMPDH2,0.0008271298593879239,0.0,0.0
SELE,0.0006433232239683852,0.0,0.0
FN1,0.0022975829427442328,0.0,0.0
NR4A2,0.0030328094844223876,0.31312804423110996,7.685435580314881e-06
HFE,0.0006433232239683852,0.0,0.0
HLA-E,0.00027570995312930797,0.0,0.0
HLA-F,0.00036761327083907727,0.0,0.0
MAPK14,0.0035842293906810036,9.190331770976932e-05,6.581622110513109e-07
MAPK13,0.0018380663541953863,9.190331770976932e-05,2.4031711291510483e-07
MAPK12,0.0024813895781637717,9.190331770976932e-05,2.691485410474852e-07
MAPK11,0.0022056796250344637,9.190331770976932e-05,2.86779288871372e-07
ASNS,0.0004595165885488466,0.0,0.0
MKNK2,0.0009190331770976932,0.0,0.0
ATF4,0.0440216891829795,0.4127721451736307,0.0004419461886186967
RPS6KA5,0.0019299696719051558,0.0,0.0
RPS6KA4,0.001746163036485617,0.0,0.0
RPS6KA3,0.0011947431302270011,0.0,0.0
RPS6KA2,0.0009190331770976932,0.0,0.0
RPS6KA1,0.0018380663541953863,0.0,0.0
PRKX,0.0009190331770976932,0.0,0.0
PRKACG,0.0009190331770976932,0.0,0.0
PRKACB,0.0018380663541953863,0.0,0.0
PRKACA,0.0041356492969396195,0.0,0.0
CAMK2B,0.0021137763073246943,0.0,0.0
CAMK2G,0.0010109364948074624,0.0,0.0
CAMK4,0.0010109364948074624,0.0,0.0
CREBBP,0.0335447109640658,0.4723221347832828,0.0059159861517801785
DDIT3,0.02260821615660325,0.37410010041192204,0.00021194015309796836
EIF2S1,0.0007352265416781545,0.0,0.0
EP300,0.0578071868394449,0.48533306560460926,0.006744412339856076
GSK3B,0.003768036026100542,0.0,0.0
MAPKAPK2,0.0010109364948074624,0.0,0.0
MAPKAPK3,0.001746163036485617,0.0,0.0
MKNK1,0.0005514199062586159,0.0,0.0
PPP1R15A,0.0011028398125172319,0.0,0.0
HPGD,0.0005514199062586159,0.0,0.0
DISC1,0.00036761327083907727,0.0,0.0
CAMK2A,0.001746163036485617,0.0,0.0
CXCR5,0.0022056796250344637,0.0,0.0
RPS6KA6,0.0011028398125172319,0.0,0.0
ATF5,0.03951842661520081,0.3975318857569419,5.2373705108424646e-05
ATF6,0.05109824464663174,0.4167025537742473,0.00030606763269178957
PSEN2,0.0010109364948074624,0.0,0.0
PSEN1,0.0016542597187758478,0.0,0.0
XBP1,0.02821431853689918,0.3665445645935449,0.0001339656159246146
SRF,0.06249425604264314,0.435304749440489,0.0018196471804954849
ATF6B,0.0022975829427442328,0.3165714206180985,7.430489412079048e-06
TP53,0.08335630916276077,0.47935241433904296,0.0061626963989280855
CHEK2,0.0013785497656465398,0.0,0.0
CHEK1,0.0011947431302270011,0.0,0.0
PRDM1,0.003216616119841926,0.26913869840174265,1.58774133632285e-05
BCL6,0.006249425604264313,0.37085316976081567,0.00012155180358520034
TAF10,0.0038599393438103115,0.33176468110690766,2.553522272480089e-05
ELK4,0.002021872989614925,0.3248142343713606,6.93924401382683e-06
DDB2,0.0015623564010660783,0.33767946524736375,3.455728722914256e-05
ERG,0.003768036026100542,0.3539566242596788,2.9526461735553456e-05
IGF1R,0.0028490028490028487,0.0,0.0
JAK1,0.0021137763073246943,0.0,0.0
JAK2,0.0018380663541953863,0.0,0.0
PCNA,0.0028490028490028487,0.0,0.0
FHIT,0.0006433232239683852,0.0,0.0
BRCA2,0.0033085194375516956,0.34670855870205,9.804746340393373e-05
RAD51,0.0045032625677786965,0.3316328916778791,0.0002237399335709964
HOMER3,0.0008271298593879239,0.0,0.0
CEBPA,0.07196029776674938,0.47221938010922293,0.001473301477768612
HP,0.00027570995312930797,0.0,0.0
HPX,0.0006433232239683852,0.0,0.0
HSPA4,0.0016542597187758478,0.0,0.0
IGF1,0.0013785497656465398,0.0,0.0
IGFBP1,0.0007352265416781545,0.0,0.0
IL12B,0.0011947431302270011,0.0,0.0
IL1A,0.0009190331770976932,0.0,0.0
IL3,0.0011028398125172319,0.0,0.0
IL4,0.0011947431302270011,0.0,0.0
IL5,0.0009190331770976932,0.0,0.0
IRS1,0.0019299696719051558,0.0,0.0
ITGA2,0.0005514199062586159,0.0,0.0
ITGA5,0.0013785497656465398,0.0,0.0
ITGAL,0.0004595165885488466,0.0,0.0
ITGB2,0.0005514199062586159,0.0,0.0
IVL,0.0004595165885488466,0.0,0.0
KCNMA1,0.0013785497656465398,0.0,0.0
LBP,0.0007352265416781545,0.0,0.0
LDLR,0.0006433232239683852,0.0,0.0
LIPC,0.0007352265416781545,0.0,0.0
LSP1,0.0012866464479367704,0.0,0.0
LTF,0.0005514199062586159,0.0,0.0
MAT2A,0.0012866464479367704,0.0,0.0
MME,0.0009190331770976932,0.0,0.0
MMP11,0.0005514199062586159,0.0,0.0
MMP12,0.0005514199062586159,0.0,0.0
MPO,0.0010109364948074624,0.0,0.0
MSR1,0.0004595165885488466,0.0,0.0
MYBL1,0.0013785497656465398,0.3212662960467193,2.4014697334568604e-06
NFYA,0.10568881536623471,0.4544434307449238,0.0018007620523001417
NFYB,0.019483503354471094,0.4129134839845637,0.00020226567460888644
NFYC,0.022516312838893483,0.38901100444640563,0.00014155150267526262
NOS2,0.0012866464479367704,0.0,0.0
NR5A1,0.0045951658854884656,0.3813160710087229,0.00019689954549947727
PCK2,0.0011947431302270011,0.0,0.0
PREB,0.0006433232239683852,0.26586849937655305,1.9041594115061915e-06
PSG1,0.0010109364948074624,0.0,0.0
RNASE2,0.0006433232239683852,0.0,0.0
SERPINC1,0.00018380663541953864,0.0,0.0
SFTPD,0.0005514199062586159,0.0,0.0
SLC10A1,9.190331770976932e-05,0.0,0.0
SLC9A1,0.00036761327083907727,0.0,0.0
SOD1,0.0022056796250344637,0.0,0.0
SP1,0.22773642128480837,0.5384776984892221,0.008995959042780503
SREBF1,0.046411175443433504,0.4192620726667029,0.00041083629840517333
SREBF2,0.04484881904236743,0.41498176167362333,0.00031258483942363415
STAR,0.0004595165885488466,0.0,0.0
TF,0.0010109364948074624,0.0,0.0
TK1,0.0010109364948074624,0.0,0.0
TPH1,0.00027570995312930797,0.0,0.0
TWF2,0.0005514199062586159,0.0,0.0
UBE2L3,0.0024813895781637717,0.0,0.0
UBP1,0.0012866464479367704,9.190331770976932e-05,8.52301907804754e-06
XDH,0.00027570995312930797,0.0,0.0
GDNF,0.0028490028490028487,0.0,0.0
FGL2,0.0004595165885488466,0.0,0.0
FGA,0.0006433232239683852,0.0,0.0
FCAR,0.0004595165885488466,0.0,0.0
FASN,0.0016542597187758478,0.0,0.0
FAS,0.001470453083356309,0.0,0.0
F8,0.0006433232239683852,0.0,0.0
F3,0.00266519621358331,0.0,0.0
EPX,0.0007352265416781545,0.0,0.0
CPS1,0.0008271298593879239,0.0,0.0
CSF3R,0.0011947431302270011,0.0,0.0
CSRP1,0.001470453083356309,0.0,0.0
TFAP2A,0.20687436816469074,0.5213035214491701,0.002895917992811908
TIMP2,0.0011947431302270011,0.0,0.0
TSC22D3,0.0033085194375516956,0.34524169783211195,3.154206716135516e-05
EPO,0.0015623564010660783,0.0,0.0
ENPP3,0.0007352265416781545,0.0,0.0
ELN,0.0011028398125172319,0.0,0.0
RUNX1T1,0.00670894219281316,0.3516970093992116,0.0001903933674766946
FLT3,0.0009190331770976932,0.0,0.0
ELANE,0.0004595165885488466,0.0,0.0
EHHADH,0.0007352265416781545,0.0,0.0
E2F3,0.05808289679257421,0.4344161234859813,0.0005849543479757497
E2F2,0.06810035842293906,0.4372866760566611,0.0002624778189931807
E2F1,0.15586802683576875,0.487578867561448,0.0033437092323481588
CXCL9,0.0007352265416781545,0.0,0.0
CSN2,0.00036761327083907727,0.0,0.0
CSF1,0.0006433232239683852,0.0,0.0
CREB1,0.10339123242349048,0.45828131125117266,0.0017941293368429429
COMT,0.0011947431302270011,0.0,0.0
CEL,0.0006433232239683852,0.0,0.0
CDK2,0.0046870692031982355,0.0,0.0
CD19,0.0010109364948074624,0.0,0.0
CD14,0.0011028398125172319,0.0,0.0
CCR2,0.00018380663541953864,0.0,0.0
CCNE1,0.00266519621358331,0.0,0.0
CCNB1,0.0012866464479367704,0.0,0.0
ALOX5AP,0.0008271298593879239,0.0,0.0
AEBP1,0.0009190331770976932,0.27998395410701626,6.563708046463315e-07
ACACA,0.0021137763073246943,0.0,0.0
ABCC1,0.0005514199062586159,0.0,0.0
GPX4,0.0009190331770976932,0.0,0.0
GNRHR,0.0005514199062586159,0.0,0.0
GSK3A,0.0018380663541953863,0.0,0.0
GUCY2C,0.00027570995312930797,0.0,0.0
HBE1,0.0004595165885488466,0.0,0.0
HMGB1,0.003768036026100542,0.0,0.0
HNF4A,0.08537818215237569,0.43547941630086956,0.0020938552442313573
CEBPB,0.04392978586526974,0.4546528429077237,0.0013921718410237374
TRIM26,0.0006433232239683852,0.0,0.0
TNFAIP6,0.00027570995312930797,0.0,0.0
SMAD4,0.021781086297215327,0.45155057262534937,0.0021357758728100997
SH2D3C,0.0011028398125172319,0.0,0.0
PRL,0.0006433232239683852,0.0,0.0
PRG2,0.0005514199062586159,0.0,0.0
OTC,0.0006433232239683852,0.0,0.0
MIA,0.00018380663541953864,0.0,0.0
