Target,Source,p
TADA3,RARA,0.2
TADA3,RFX1,0.2
TADA3,TP53,0.2
TADA3,TADA2A,0.2
TADA3,ZNF7,0.2
TADA3,USP5,0.2
TAF1,MDM2,0.2
TAF1,ASF1B,0.2
TAF1,ASF1A,0.2
TAF1,JUN,0.2
TAF1,FOS,0.2
TAF1,CCNA2,0.2
TAF1,BRMS1,0.2
TAF1,EWSR1,0.2
TAF1,CCND1,0.2
TAF1,EDF1,0.2
TAF1,HSF1,0.2
TAF1,GTF2A1,0.2
TAF1,GFI1B,0.2
TAF1,HMGB1,0.2
TAF1,GTF2F1,0.2
TAF1,HIST3H3,0.2
TAF1,TAF4,0.2
TAF1,MSX1,0.2
TAF1,RELA,0.2
TAF1,RBL2,0.2
TAF1,RB1,0.2
TAF1,RBL1,0.2
TAF1,TAF2,0.2
TAF1,TAF10,0.2
TAF1,SUB1,0.2
TAF1,TAF1,0.2
TAF1,TAF15,0.2
TAF1,TAF11,0.2
TAF1,TAF12,0.2
TAF1,TBP,0.2
TAF1,TAF6,0.2
TAF1,TAF5,0.2
TAF1,TAF7,0.2
TAF1,UBTF,0.2
TAF10,TAF13,0.2
TAF10,TAF12,0.2
TAF10,TAF11,0.2
TAF10,TAF10,0.2
TAF10,TAF1,0.2
TAF10,PSMC5,0.2
TAF10,ATXN7,0.2
TAF10,POLR2A,0.2
TAF10,FTL,0.2
TAF10,ESR1,0.2
TAF10,TAF2,0.2
TAF10,TAF5,0.2
TAF10,TAF4,0.2
TAF10,TAF6,0.2
TAF10,TAF7,0.2
TAF10,TBP,0.2
TAF11,TAF10,0.2
TAF11,TAF1,0.2
TAF11,CPSF1,0.2
TAF11,RXRB,0.2
TAF11,RXRA,0.2
TAF11,RELA,0.2
TAF11,TAF5,0.2
TAF11,TAF12,0.2
TAF11,TAF4,0.2
TAF11,TAF13,0.2
TAF11,TAF2,0.2
TAF11,TRIM24,0.2
TAF11,TAF7,0.2
TAF11,TAF6,0.2
TAF11,TBP,0.2
TAF12,TBP,0.2
TAF12,ATF7,0.2
TAF12,TAF7,0.2
TAF12,TAF15,0.2
TAF12,CPSF1,0.2
TAF12,TAF11,0.2
TAF12,TAF1,0.2
TAF12,TAF10,0.2
TAF12,TAF6,0.2
TAF12,TAF2,0.2
TAF12,TAF5,0.2
TAF12,TAF4,0.2
TAF13,CPSF1,0.2
TAF13,TBP,0.2
TAF13,TAF10,0.2
TAF13,TAF15,0.2
TAF13,TAF13,0.2
TAF13,TAF11,0.2
TAF15,SF1,0.2
TAF15,SAFB,0.2
TAF15,POLR2G,0.2
TAF15,POLR2E,0.2
TAF15,POLR2C,0.2
TAF15,TAF1,0.2
TAF15,TAF7,0.2
TAF15,TAF12,0.2
TAF15,TAF5,0.2
TAF15,TAF13,0.2
TAF15,ZNF384,0.2
TAF1A,RUNX2,0.2
TAF1A,CD3EAP,0.2
TAF1A,TAF1B,0.2
TAF1A,TAF1A,0.2
TAF1A,SET,0.2
TAF1A,TP53,0.2
TAF1A,TBP,0.2
TAF1A,TAF1C,0.2
TAF1B,TAF1A,0.2
TAF1B,RRN3,0.2
TAF1B,MYC,0.2
TAF1B,TP53,0.2
TAF1B,TBP,0.2
TAF1B,TAF1B,0.2
TAF1B,TAF1C,0.2
TAF1B,TRIM24,0.2
TAF1C,TRIM24,0.2
TAF1C,TP53,0.2
TAF1C,RRN3,0.2
TAF1C,POLR1E,0.2
TAF1C,TBP,0.2
TAF1C,TAF1B,0.2
TAF1C,TAF1A,0.2
TAF4,TAF12,0.2
TAF4,TAF11,0.2
TAF4,TAF10,0.2
TAF4,CBX3,0.2
TAF4,ATF7,0.2
TAF4,AHR,0.2
TAF4,CREM,0.2
TAF4,TAF1,0.2
TAF4,CBX5,0.2
TAF4,SP1,0.2
TAF4,GTF2A1,0.2
TAF4,HTT,0.2
TAF4,GTF2A2,0.2
TAF4,TAF6,0.2
TAF4,TAF5,0.2
TAF4,TAF2,0.2
TAF4,TAF7,0.2
TAF4B,RELA,0.2
TAF5,TAF10,0.2
TAF5,TAF1,0.2
TAF5,GTF2F2,0.2
TAF5,CPSF1,0.2
TAF5,TAF12,0.2
TAF5,TAF11,0.2
TAF5,TAF6,0.2
TAF5,TAF4,0.2
TAF5,TAF2,0.2
TAF5,TAF15,0.2
TAF5,TAF7,0.2
TAF5,TBP,0.2
TAF6,RELA,0.2
TAF6,GTF2E1,0.2
TAF6,CIITA,0.2
TAF6,TAF2,0.2
TAF6,TAF12,0.2
TAF6,TAF1,0.2
TAF6,TAF11,0.2
TAF6,TAF10,0.2
TAF6,TAF5,0.2
TAF6,TAF4,0.2
TAF6,TAF6,0.2
TAF6,TAF7,0.2
TAF6L,STX11,0.2
TAF7,TAF7,0.2
TAF7,TAF6,0.2
TAF7,TAF5,0.2
TAF7,HSF1,0.2
TAF7,CPSF1,0.2
TAF7,AHR,0.2
TAF7,TAF4,0.2
TAF7,TAF11,0.2
TAF7,TAF10,0.2
TAF7,TAF1,0.2
TAF7,TAF2,0.2
TAF7,TAF15,0.2
TAF7,TAF12,0.2
TAF7,TRIM24,0.2
TAF7,YWHAE,0.2
TAF9B,RUNX1T1,0.2
TAF9B,DRAP1,0.2
TAF9B,TP53,0.2
TAL1,WWC1,0.2
TAL1,VTCN1,0.2
TAL1,NCAPG2,0.2
TAL1,ELSPBP1,0.2
TAL1,UBQLN4,0.2
TAL1,MAPK3,0.2
TAL1,UBOX5,0.2
TAL1,DRG1,0.2
TAL1,TSKU,0.2
TAL1,CHD3,0.2
TAL1,LMO2,0.2
TAL1,GATA3,0.2
TAL1,EP300,0.2
TAL1,LMO1,0.2
TAL1,TRIM3,0.2
TAL1,HDAC1,0.2
TAL1,KAT2B,0.2
TAL1,SP1,0.2
TAL1,TNP1,0.2
TAL1,SKP2,0.2
TAL1,TNFAIP2,0.2
TAL1,TMEM222,0.2
TAL1,STUB1,0.2
TAL1,TCF3,0.2
TAL1,TLE3,0.2
TAL1,THTPA,0.2
TAL1,TESK2,0.2
TAL1,TCF4,0.2
TAL1,TCF20,0.2
TAL1,TAC1,0.2
TAL1,SV2A,0.2
TAL1,SULF1,0.2
TAL1,STAG2,0.2
TAL1,STAG1,0.2
TAL1,ST6GALNAC5,0.2
TAL1,SPTSSA,0.2
TAL1,SPP2,0.2
TAL1,SPCS1,0.2
TAL1,SOX15,0.2
TAL1,SND1,0.2
TAL1,SMTN,0.2
TAL1,SMARCA1,0.2
TAL1,SMAD5,0.2
TAL1,SMAD3,0.2
TAL1,SLCO2B1,0.2
TAL1,SLC7A2,0.2
TAL1,SLC6A6,0.2
TAL1,SLC44A1,0.2
TAL1,SLC18A3,0.2
TAL1,SLC18A1,0.2
TAL1,SLC12A6,0.2
TAL1,SH3PXD2A,0.2
TAL1,SERPING1,0.2
TAL1,SENP2,0.2
TAL1,SCAMP3,0.2
TAL1,SAMD4A,0.2
TAL1,RXRB,0.2
TAL1,RUNX1T1,0.2
TAL1,RORC,0.2
TAL1,RNF4,0.2
TAL1,RNF19A,0.2
TAL1,RHOC,0.2
TAL1,RARA,0.2
TAL1,RAD23B,0.2
TAL1,QTRT1,0.2
TAL1,PTPRA,0.2
TAL1,PSMB4,0.2
TAL1,PRSS23,0.2
TAL1,PRMT8,0.2
TAL1,PRKCZ,0.2
TAL1,PRDM8,0.2
TAL1,PPRC1,0.2
TAL1,PPFIA2,0.2
TAL1,POLR1D,0.2
TAL1,PNMA2,0.2
TAL1,PLCG2,0.2
TAL1,PLCB1,0.2
TAL1,PIM2,0.2
TAL1,PI15,0.2
TAL1,PDHA1,0.2
TAL1,PDGFB,0.2
TAL1,PCDHB3,0.2
TAL1,PCDH12,0.2
TAL1,PCBP4,0.2
TAL1,PAX4,0.2
TAL1,PARD3,0.2
TAL1,PAK3,0.2
TAL1,PACSIN3,0.2
TAL1,OR2H2,0.2
TAL1,ONECUT2,0.2
TAL1,OLFML2A,0.2
TAL1,NXPH4,0.2
TAL1,NXPH3,0.2
TAL1,NTF3,0.2
TAL1,NPTN,0.2
TAL1,NHLH2,0.2
TAL1,NEUROD4,0.2
TAL1,NEUROD2,0.2
TAL1,NECAB3,0.2
TAL1,NEB,0.2
TAL1,NDUFAF3,0.2
TAL1,NDUFA4L2,0.2
TAL1,NBL1,0.2
TAL1,NAA15,0.2
TAL1,MYOC,0.2
TAL1,MYO10,0.2
TAL1,MYL6,0.2
TAL1,MYH7B,0.2
TAL1,MYH6,0.2
TAL1,MYCNOS,0.2
TAL1,MSANTD2,0.2
TAL1,MRPL34,0.2
TAL1,MPV17,0.2
TAL1,METTL7A,0.2
TAL1,MED22,0.2
TAL1,MED13,0.2
TAL1,MBNL2,0.2
TAL1,MAP7,0.2
TAL1,MAP3K14,0.2
TAL1,MAP1A,0.2
TAL1,LTBP1,0.2
TAL1,LSM1,0.2
TAL1,LRRC20,0.2
TAL1,LHX2,0.2
TAL1,LDB1,0.2
TAL1,LCK,0.2
TAL1,LAMTOR2,0.2
TAL1,KXD1,0.2
TAL1,KRAS,0.2
TAL1,KLHL29,0.2
TAL1,KHSRP,0.2
TAL1,KCNC1,0.2
TAL1,KAT6B,0.2
TAL1,ITGA7,0.2
TAL1,IRS2,0.2
TAL1,IQSEC1,0.2
TAL1,IPO4,0.2
TAL1,INHBB,0.2
TAL1,INHBA,0.2
TAL1,IMPDH2,0.2
TAL1,HTR3A,0.2
TAL1,HSD11B2,0.2
TAL1,HOXA10,0.2
TAL1,HOXA1,0.2
TAL1,HOMER1,0.2
TAL1,HMP19,0.2
TAL1,HMGA1,0.2
TAL1,HCK,0.2
TAL1,HAMP,0.2
TAL1,H2AFY2,0.2
TAL1,GTDC1,0.2
TAL1,GRINA,0.2
TAL1,GRIN2C,0.2
TAL1,GRIN1,0.2
TAL1,GRID2,0.2
TAL1,GPD1,0.2
TAL1,GNRH2,0.2
TAL1,GMIP,0.2
TAL1,GK2,0.2
TAL1,GGA3,0.2
TAL1,GFRA3,0.2
TAL1,GFOD2,0.2
TAL1,GDF10,0.2
TAL1,GCC1,0.2
TAL1,GAL,0.2
TAL1,GABARAPL2,0.2
TAL1,FZD6,0.2
TAL1,FXYD1,0.2
TAL1,FRS3,0.2
TAL1,FOXF2,0.2
TAL1,FOXD1,0.2
TAL1,FNDC8,0.2
TAL1,FLOT1,0.2
TAL1,FASTKD5,0.2
TAL1,FAP,0.2
TAL1,EYA3,0.2
TAL1,ERP44,0.2
TAL1,EPS15,0.2
TAL1,EPHB3,0.2
TAL1,ELN,0.2
TAL1,ELMO1,0.2
TAL1,ELAVL4,0.2
TAL1,EGF,0.2
TAL1,EFS,0.2
TAL1,EDC4,0.2
TAL1,EBF2,0.2
TAL1,DUSP10,0.2
TAL1,DSPP,0.2
TAL1,DRD5,0.2
TAL1,DOCK3,0.2
TAL1,DLL3,0.2
TAL1,DGKD,0.2
TAL1,DDIT3,0.2
TAL1,CYP1A2,0.2
TAL1,CXorf56,0.2
TAL1,CUL9,0.2
TAL1,COLEC10,0.2
TAL1,COIL,0.2
TAL1,CLEC16A,0.2
TAL1,CHST5,0.2
TAL1,CHRNG,0.2
TAL1,CHMP2A,0.2
TAL1,CHD3,0.2
TAL1,CHAT,0.2
TAL1,CFL1,0.2
TAL1,CEP41,0.2
TAL1,CDK6,0.2
TAL1,CDK16,0.2
TAL1,CDH8,0.2
TAL1,CD40,0.2
TAL1,CCNJ,0.2
TAL1,CCND3,0.2
TAL1,CBFA2T3,0.2
TAL1,C1orf106,0.2
TAL1,BRD4,0.2
TAL1,BMP6,0.2
TAL1,BAZ1B,0.2
TAL1,ATP5D,0.2
TAL1,ATP2C1,0.2
TAL1,ARHGEF38,0.2
TAL1,ARHGAP5,0.2
TAL1,ARHGAP25,0.2
TAL1,APP,0.2
TAL1,APBB1,0.2
TAL1,ADAMTS13,0.2
TAL1,NCDN,0.2
TAL1,ABR,0.2
TAL1,ACLY,0.2
TAL1,ZYX,0.2
TAL1,ACVR1,0.2
TAL1,ZG16,0.2
TAL1,ZBTB20,0.2
TARBP2,DICER1,0.2
TARBP2,EIF2AK2,0.2
TARBP2,PRKRA,0.2
TARBP2,NF2,0.2
TARBP2,TARBP2,0.2
TARBP2,RBM14,0.2
TARBP2,TRAF4,0.2
TARDBP,SETDB1,0.2
TARDBP,NSFL1C,0.2
TARDBP,EXOSC10,0.2
TBL1X,HIST2H2BE,0.2
TBL1X,HIST1H4A,0.2
TBL1X,HDAC3,0.2
TBL1X,CORO2A,0.2
TBL1X,GPS2,0.2
TBL1X,TBL1XR1,0.2
TBL1X,SKP1,0.2
TBL1X,NCOR1,0.2
TBL1X,NCOR2,0.2
TBP,TAF1C,0.2
TBP,TAF1B,0.2
TBP,TAF1A,0.2
TBP,ZNF219,0.2
TBP,TAF13,0.2
TBP,ZMYND8,0.2
TBP,TAF12,0.2
TBP,CXXC1,0.2
TBP,ZIC1,0.2
TBP,TAF11,0.2
TBP,ZFP36L2,0.2
TBP,CREM,0.2
TBP,CREG1,0.2
TBP,ZDHHC24,0.2
TBP,CAND2,0.2
TBP,BTAF1,0.2
TBP,ZBTB16,0.2
TBP,AHR,0.2
TBP,YWHAZ,0.2
TBP,ABT1,0.2
TBP,YIF1B,0.2
TBP,BRF2,0.2
TBP,XK,0.2
TBP,BRF1,0.2
TBP,WNT5A,0.2
TBP,TAF10,0.2
TBP,WDR44,0.2
TBP,DR1,0.2
TBP,VPS11,0.2
TBP,PAX6,0.2
TBP,VIP,0.2
TBP,HSF1,0.2
TBP,VCL,0.2
TBP,DHX9,0.2
TBP,TWIST1,0.2
TBP,GTF2A1,0.2
TBP,TUBB4B,0.2
TBP,FOXF2,0.2
TBP,TUBA4B,0.2
TBP,TUBA1C,0.2
TBP,DRAP1,0.2
TBP,TUBA1A,0.2
TBP,EDF1,0.2
TBP,FOS,0.2
TBP,TSPAN6,0.2
TBP,ESR1,0.2
TBP,TSC22D3,0.2
TBP,TSC22D1,0.2
TBP,GTF2E1,0.2
TBP,TRPS1,0.2
TBP,HNRNPK,0.2
TBP,GTF2B,0.2
TBP,TRIM2,0.2
TBP,GTF2A2,0.2
TBP,TRDN,0.2
TBP,HMGB1,0.2
TBP,GTF2F2,0.2
TBP,TOP1,0.2
TBP,GTF2E2,0.2
TBP,TOB1,0.2
TBP,HAP1,0.2
TBP,TNFRSF17,0.2
TBP,GTF3C3,0.2
TBP,TNF,0.2
TBP,PAX5,0.2
TBP,TMSB10,0.2
TBP,NCOA1,0.2
TBP,TMPRSS11E,0.2
TBP,JUND,0.2
TBP,JUN,0.2
TBP,TM4SF20,0.2
TBP,HTT,0.2
TBP,TLE3,0.2
TBP,IKZF1,0.2
TBP,TIMM8A,0.2
TBP,NACA,0.2
TBP,MCM2,0.2
TBP,KDM5A,0.2
TBP,TGM3,0.2
TBP,MYC,0.2
TBP,TF,0.2
TBP,MDM2,0.2
TBP,TEAD1,0.2
TBP,MSX1,0.2
TBP,TCTA,0.2
TBP,NR3C1,0.2
TBP,TCHH,0.2
TBP,NFYB,0.2
TBP,TBX3,0.2
TBP,NCOA3,0.2
TBP,TAF1,0.2
TBP,TBC1D1,0.2
TBP,POU2F2,0.2
TBP,TAOK2,0.2
TBP,RELA,0.2
TBP,TAGLN,0.2
TBP,POU2F1,0.2
TBP,TAF4B,0.2
TBP,PIAS3,0.2
TBP,SYT1,0.2
TBP,PIAS1,0.2
TBP,SYNCRIP,0.2
TBP,REL,0.2
TBP,SVIL,0.2
TBP,PSMC2,0.2
TBP,STX8,0.2
TBP,POU3F2,0.2
TBP,RB1,0.2
TBP,STC1,0.2
TBP,SUB1,0.2
TBP,SPTLC3,0.2
TBP,SNAPC1,0.2
TBP,SPAG7,0.2
TBP,RXRA,0.2
TBP,RNF4,0.2
TBP,SOX3,0.2
TBP,RUVBL1,0.2
TBP,SOX2,0.2
TBP,SPIB,0.2
TBP,SOSTDC1,0.2
TBP,SNAPC4,0.2
TBP,SOD1,0.2
TBP,SNAPC2,0.2
TBP,SNRPF,0.2
TBP,SPI1,0.2
TBP,SP1,0.2
TBP,WDR62,0.2
TBP,TAF5,0.2
TBP,TBP,0.2
TBP,TAF7L,0.2
TBP,UBTF,0.2
TBP,TRIP4,0.2
TBP,TP53,0.2
TBP,SLCO5A1,0.2
TBP,TEAD1,0.2
TBP,SLC9A1,0.2
TBP,TRAM2,0.2
TBP,SLC6A13,0.2
TBP,ZNF76,0.2
TBP,YWHAE,0.2
TBP,SLC26A3,0.2
TBP,SLC25A22,0.2
TBP,SLC22A8,0.2
TBP,SLC20A1,0.2
TBP,SLC14A1,0.2
TBP,SIAH1,0.2
TBP,SHH,0.2
TBP,SERPINE1,0.2
TBP,SEPP1,0.2
TBP,SEPHS2,0.2
TBP,SEMA3A,0.2
TBP,SDHC,0.2
TBP,SAMD14,0.2
TBP,S100G,0.2
TBP,S100A9,0.2
TBP,S100A8,0.2
TBP,RXRA,0.2
TBP,RUNX3,0.2
TBP,RUNX2,0.2
TBP,RUNX1T1,0.2
TBP,RRP8,0.2
TBP,RPS27,0.2
TBP,RND3,0.2
TBP,RIPK4,0.2
TBP,RING1,0.2
TBP,RHOBTB1,0.2
TBP,RHOB,0.2
TBP,RGS4,0.2
TBP,RFX4,0.2
TBP,REN,0.2
TBP,RBM3,0.2
TBP,RAB5B,0.2
TBP,RAB2A,0.2
TBP,PYY2,0.2
TBP,PTPRB,0.2
TBP,PTPN3,0.2
TBP,PTPN21,0.2
TBP,PTDSS1,0.2
TBP,PSMA1,0.2
TBP,PRPH,0.2
TBP,PRPF4,0.2
TBP,PRMT8,0.2
TBP,PRLH,0.2
TBP,PRKCE,0.2
TBP,PRDX1,0.2
TBP,PRDM12,0.2
TBP,PRDM11,0.2
TBP,PPP1R3C,0.2
TBP,PPP1R15A,0.2
TBP,PPP1R12A,0.2
TBP,PPP1R10,0.2
TBP,POU4F3,0.2
TBP,POU4F1,0.2
TBP,POU3F4,0.2
TBP,POU2AF1,0.2
TBP,POU1F1,0.2
TBP,POP5,0.2
TBP,POLR2A,0.2
TBP,POLG2,0.2
TBP,PNLIP,0.2
TBP,PHEX,0.2
TBP,PEX5L,0.2
TBP,PEX19,0.2
TBP,PDYN,0.2
TBP,PDGFRB,0.2
TBP,PDGFB,0.2
TBP,PDE4B,0.2
TBP,PBX1,0.2
TBP,PATZ1,0.2
TBP,PAK3,0.2
TBP,P4HA1,0.2
TBP,OTUB2,0.2
TBP,OTOR,0.2
TBP,OSGEP,0.2
TBP,ORC4,0.2
TBP,ORAI3,0.2
TBP,OR51E2,0.2
TBP,OGFRL1,0.2
TBP,NPY,0.2
TBP,NPR3,0.2
TBP,NPPA,0.2
TBP,NPHS1,0.2
TBP,NOV,0.2
TBP,NOL12,0.2
TBP,NNT,0.2
TBP,NLGN1,0.2
TBP,NKX2-5,0.2
TBP,NHLH1,0.2
TBP,NEUROG2,0.2
TBP,NEFM,0.2
TBP,NEFL,0.2
TBP,NEDD4,0.2
TBP,NDP,0.2
TBP,MYT1L,0.2
TBP,MYOM1,0.2
TBP,MYOG,0.2
TBP,MYOD1,0.2
TBP,MYLPF,0.2
TBP,MYL1,0.2
TBP,MYH6,0.2
TBP,MYH4,0.2
TBP,MYH3,0.2
TBP,MYH13,0.2
TBP,MYH11,0.2
TBP,MYH1,0.2
TBP,MYF6,0.2
TBP,MYF5,0.2
TBP,MYC,0.2
TBP,MTDH,0.2
TBP,MT4,0.2
TBP,MT3,0.2
TBP,MT1X,0.2
TBP,MRC1,0.2
TBP,MPO,0.2
TBP,MORF4L1,0.2
TBP,MORC2,0.2
TBP,MMP3,0.2
TBP,MMP20,0.2
TBP,MMP13,0.2
TBP,MMP11,0.2
TBP,MMP10,0.2
TBP,MMACHC,0.2
TBP,MLIP,0.2
TBP,MKNK2,0.2
TBP,MIP,0.2
TBP,MGP,0.2
TBP,MEOX1,0.2
TBP,MAT2A,0.2
TBP,MAST4,0.2
TBP,MAPRE1,0.2
TBP,MAFB,0.2
TBP,MAB21L2,0.2
TBP,LY6G6E,0.2
TBP,LPO,0.2
TBP,LOX,0.2
TBP,LMOD1,0.2
TBP,LMO2,0.2
TBP,LIMS2,0.2
TBP,LIF,0.2
TBP,LEP,0.2
TBP,LEF1,0.2
TBP,LDHAL6B,0.2
TBP,LDB1,0.2
TBP,LCN1,0.2
TBP,LAPTM5,0.2
TBP,KRTAP9-9,0.2
TBP,KRTAP4-7,0.2
TBP,KRTAP1-3,0.2
TBP,KRT83,0.2
TBP,KRT81,0.2
TBP,KRT75,0.2
TBP,KRT6A,0.2
TBP,KRT33A,0.2
TBP,KRT32,0.2
TBP,KRT20,0.2
TBP,KRT15,0.2
TBP,KRT13,0.2
TBP,KRT10,0.2
TBP,KLHL1,0.2
TBP,KL,0.2
TBP,KIF16B,0.2
TBP,KCNV1,0.2
TBP,KCNQ1DN,0.2
TBP,KCNK3,0.2
TBP,KAZALD1,0.2
TBP,KAT6B,0.2
TBP,JUNB,0.2
TBP,JTB,0.2
TBP,JMJD6,0.2
TBP,JAG1,0.2
TBP,ITGB1BP2,0.2
TBP,INVS,0.2
TBP,INPP4B,0.2
TBP,IMPA2,0.2
TBP,IL36A,0.2
TBP,IL27RA,0.2
TBP,IL22,0.2
TBP,IL1RAPL1,0.2
TBP,IL1R2,0.2
TBP,IL17A,0.2
TBP,IL11,0.2
TBP,IL10,0.2
TBP,IGSF6,0.2
TBP,IGFBP3,0.2
TBP,IER5,0.2
TBP,ID2,0.2
TBP,HTR1B,0.2
TBP,HSPB6,0.2
TBP,HSPB3,0.2
TBP,HSPA5,0.2
TBP,HS6ST1,0.2
TBP,HPSE2,0.2
TBP,HOXD9,0.2
TBP,HOXD4,0.2
TBP,HOXD12,0.2
TBP,HOXD10,0.2
TBP,HOXC6,0.2
TBP,HOXC5,0.2
TBP,HOXC4,0.2
TBP,HOXB8,0.2
TBP,HOXB2,0.2
TBP,HOXA11,0.2
TBP,HOXA10,0.2
TBP,HOOK2,0.2
TBP,HNF4G,0.2
TBP,HMGN2,0.2
TBP,HIVEP3,0.2
TBP,HIST3H3,0.2
TBP,HIST1H1B,0.2
TBP,HIST1H1A,0.2
TBP,HIP1R,0.2
TBP,HES1,0.2
TBP,HERPUD1,0.2
TBP,HBEGF,0.2
TBP,HBE1,0.2
TBP,HBD,0.2
TBP,HBB,0.2
TBP,HAUS3,0.2
TBP,HAMP,0.2
TBP,H2AFZ,0.2
TBP,GUCY1B2,0.2
TBP,GUCA2A,0.2
TBP,GTF2A1,0.2
TBP,GRM4,0.2
TBP,GRIN2D,0.2
TBP,GRIN2C,0.2
TBP,GRAMD1B,0.2
TBP,GPR50,0.2
TBP,GPR183,0.2
TBP,GPC5,0.2
TBP,GOLPH3,0.2
TBP,GNAZ,0.2
TBP,GLMN,0.2
TBP,GJA5,0.2
TBP,GH1,0.2
TBP,GDNF,0.2
TBP,GCLC,0.2
TBP,GCG,0.2
TBP,GCC1,0.2
TBP,GAPDH,0.2
TBP,GADD45G,0.2
TBP,FTL,0.2
TBP,FSHB,0.2
TBP,FOXP3,0.2
TBP,FOXO4,0.2
TBP,FOXE3,0.2
TBP,FOS,0.2
TBP,FN1,0.2
TBP,FGF23,0.2
TBP,FETUB,0.2
TBP,FBXL7,0.2
TBP,EYA1,0.2
TBP,ETV6,0.2
TBP,ERCC1,0.2
TBP,EPHA1,0.2
TBP,ENDOU,0.2
TBP,ENAH,0.2
TBP,ELK3,0.2
TBP,ELAVL3,0.2
TBP,EGR3,0.2
TBP,EGFL7,0.2
TBP,EEF1A1,0.2
TBP,DYNC2LI1,0.2
TBP,DTNB,0.2
TBP,DRD1,0.2
TBP,DNASE2,0.2
TBP,DNAJB2,0.2
TBP,DNAJB14,0.2
TBP,DNAJB1,0.2
TBP,DMD,0.2
TBP,DMBT1,0.2
TBP,DLGAP1,0.2
TBP,DKK2,0.2
TBP,DIO2,0.2
TBP,DGKH,0.2
TBP,DES,0.2
TBP,DBH,0.2
TBP,CYR61,0.2
TBP,CYP1A1,0.2
TBP,CXCR4,0.2
TBP,CX3CL1,0.2
TBP,CUX2,0.2
TBP,CUL3,0.2
TBP,CTNNA3,0.2
TBP,CTGF,0.2
TBP,CSRP3,0.2
TBP,CSRNP2,0.2
TBP,CSHL1,0.2
TBP,CSH1,0.2
TBP,CRTAC1,0.2
TBP,CRNN,0.2
TBP,CRHR2,0.2
TBP,CRHBP,0.2
TBP,CREB3L1,0.2
TBP,CRCT1,0.2
TBP,CRB1,0.2
TBP,CPLX2,0.2
TBP,CPB1,0.2
TBP,COX15,0.2
TBP,COL8A1,0.2
TBP,COL5A2,0.2
TBP,COL1A2,0.2
TBP,COL13A1,0.2
TBP,COL11A2,0.2
TBP,COL10A1,0.2
TBP,COG2,0.2
TBP,CNOT1,0.2
TBP,CLU,0.2
TBP,CLCN1,0.2
TBP,CKM,0.2
TBP,CKB,0.2
TBP,CKAP4,0.2
TBP,CIRBP,0.2
TBP,CHRD,0.2
TBP,CHI3L1,0.2
TBP,CHD8,0.2
TBP,CHCHD7,0.2
TBP,CGA,0.2
TBP,CEBPA,0.2
TBP,CDX1,0.2
TBP,CDH6,0.2
TBP,CDC25B,0.2
TBP,CCR9,0.2
TBP,CCNF,0.2
TBP,CCL8,0.2
TBP,CCL7,0.2
TBP,CCL4,0.2
TBP,CCL23,0.2
TBP,CALM1,0.2
TBP,CALB2,0.2
TBP,CACNB2,0.2
TBP,CA1,0.2
TBP,C1orf54,0.2
TBP,C1QTNF3,0.2
TBP,BTG1,0.2
TBP,BRD2,0.2
TBP,BPIFA1,0.2
TBP,BMP2,0.2
TBP,BIN1,0.2
TBP,BAIAP2,0.2
TBP,BAHD1,0.2
TBP,BAHCC1,0.2
TBP,BACH1,0.2
TBP,AZIN1,0.2
TBP,ATP5SL,0.2
TBP,ATP1B2,0.2
TBP,ATG10,0.2
TBP,ATF4,0.2
TBP,ATF3,0.2
TBP,ASB4,0.2
TBP,ART3,0.2
TBP,AQP5,0.2
TBP,AQP2,0.2
TBP,APOBEC2,0.2
TBP,APOB,0.2
TBP,ANXA2,0.2
TBP,ANXA1,0.2
TBP,AMPD1,0.2
TBP,ALG9,0.2
TBP,ALDOB,0.2
TBP,AKAP3,0.2
TBP,AGPAT4,0.2
TBP,ADRB2,0.2
TBP,ADAMTSL4,0.2
TBP,ADAMTS8,0.2
TBP,ADAMTSL2,0.2
TBP,ACTA1,0.2
TBP,ACTB,0.2
TBP,ABCA1,0.2
TBP,ARL6IP1,0.2
TBP,ARID5B,0.2
TBP,AQP8,0.2
TBP,ZNF821,0.2
TBP,EGR2,0.2
TBP,MAPKAPK2,0.2
TBP,OAZ1,0.2
TBP,ST7L,0.2
TBP,ST5,0.2
TBP,SRPK3,0.2
TBP,NXF1,0.2
TBP,NRIP3,0.2
TBP,NRGN,0.2
TBP,SRF,0.2
TBP,SQSTM1,0.2
TBP,NR0B1,0.2
TBPL1,PTCD3,0.2
TBPL1,GTF2B,0.2
TBPL1,PLIN3,0.2
TBPL1,ABCF3,0.2
TBPL1,GTF2A2,0.2
TBPL1,GTF2A1,0.2
TBPL1,NF1,0.2
TBPL1,NDUFA6,0.2
TBPL1,IRAK4,0.2
TBPL1,RAB35,0.2
TBR1,CASK,0.2
TBX19,NR5A1,0.2
TBX2,NKX2-5,0.2
TBX3,TBX3,0.2
TBX4,FAM46A,0.2
TBX5,NKX2-5,0.2
TBX5,GATA4,0.2
TCEA1,CTDP1,0.2
TCEA1,CIR1,0.2
TCEA1,POLR2A,0.2
TCEA1,GTF2E1,0.2
TCEA1,EAF2,0.2
TCEA2,RPA1,0.2
TCEA2,DNAJB9,0.2
TCEA2,DCAF10,0.2
TCEA2,CENPT,0.2
TCEA2,CAMKV,0.2
TCEA2,EAF2,0.2
TCEA2,MAGEA11,0.2
