Target,Source,p
SP1,NRGN,0.8
SP1,NUP210,0.8
SP1,ODC1,0.8
SP1,OPRM1,0.8
SP1,OXTR,0.8
SP1,PAFAH1B1,0.8
SP1,PCK1,0.8
SP1,PCSK6,0.8
SP1,PDE6A,0.8
SP1,PDGFC,0.8
SP1,PDHA1,0.8
SP1,PGC,0.8
SP1,PGR,0.8
SP1,PLAU,0.8
SP1,PLAUR,0.8
SP1,PNOC,0.8
SP1,POLB,0.8
SP1,POLG2,0.8
SP1,PRKCA,0.8
SP1,PSG1,0.8
SP1,PTGS2,0.8
SP1,PTH,0.8
SP1,PTHLH,0.8
SP1,PTN,0.8
SP1,RAG2,0.8
SP1,RBP1,0.8
SP1,RNMT,0.8
SP1,RPL15,0.8
SP1,SCARB1,0.8
SP1,SCNN1G,0.8
SP1,SERPINA1,0.8
SP1,SERPINA3,0.8
SP1,SERPINB2,0.8
SP1,SERPINE1,0.8
SP1,SHMT2,0.8
SP1,SIAH1,0.8
SP1,SLC19A3,0.8
SP1,SLC1A4,0.8
SP1,SLC5A1,0.8
SP1,SLPI,0.8
SP1,SMAD4,0.8
SP1,SOD1,0.8
SP1,SPI1,0.8
SP1,SPN,0.8
SP1,SPP1,0.8
SP1,SPRY2,0.8
SP1,SRC,0.8
SP1,STAR,0.8
SP1,STARD3,0.8
SP1,TAF7,0.8
SP1,TCN2,0.8
SP1,TERT,0.8
SP1,TFPI2,0.8
SP1,TGM4,0.8
SP1,TIMP1,0.8
SP1,TIMP2,0.8
SP1,TNF,0.8
SP1,TNFRSF10B,0.8
SP1,TNFRSF8,0.8
SP1,TNFSF14,0.8
SP1,TNNC1,0.8
SP1,TP73,0.8
SP1,TPI1,0.8
SP1,TTR,0.8
SP1,UBE2L3,0.8
SP1,UBTF,0.8
SP1,UNG,0.8
SP1,USF2,0.8
SP1,UTRN,0.8
SP1,VAMP2,0.8
SP1,VIM,0.8
SP1,WT1,0.8
SP1,AGT,0.8
SP1,ARID4A,0.8
SP1,ATF2,0.8
SP1,BTK,0.8
SP1,CCL20,0.8
SP1,CCND2,0.8
SP1,CD83,0.8
SP1,CDH3,0.8
SP1,CDKN2B,0.8
SP1,CDKN2D,0.8
SP1,CLC,0.8
SP1,CTF1,0.8
SP1,DDIT4,0.8
SP1,EPO,0.8
SP1,EXOC3,0.8
SP1,FASN,0.8
SP1,FLII,0.8
SP1,FOSL1,0.8
SP1,GPC3,0.8
SP1,HOXB7,0.8
SP1,HRAS,0.8
SP1,IFNGR1,0.8
SP1,IGFBP2,0.8
SP1,INSR,0.8
SP1,ITGAM,0.8
SP1,ITGAV,0.8
SP1,ITGB1,0.8
SP1,JUN,0.8
SP1,JUND,0.8
SP1,KRT19,0.8
SP1,LCAT,0.8
SP1,LDHB,0.8
SP1,SMAD2,0.8
SP1,SMAD3,0.8
SP1,SMAD4,0.8
SP1,MAT2A,0.8
SP1,MCTS1,0.8
SP1,VEGFB,0.8
SP1,RARA,0.8
SP1,PSEN1,0.8
SP1,NFKB2,0.8
SP1,NOL3,0.8
SP1,NR3C2,0.8
SP1,PDGFB,0.8
SP1,REL,0.8
SP1,RELA,0.8
SP1,RORA,0.8
SP1,SCARF1,0.8
SP1,SMAD2,0.8
SP1,SMAD3,0.8
SP1,TAL1,0.8
SP1,TGFB1,0.8
SP1,TINF2,0.8
SP1,VEGFA,0.8
SP2,PLP1,0.8
SP3,CYP27A1,0.8
SP3,CYP26A1,0.8
SP3,CYP1A1,0.8
SP3,F2R,0.8
SP3,F3,0.8
SP3,GABRA4,0.8
SP3,GLP1R,0.8
SP3,GPD2,0.8
SP3,HMGA2,0.8
SP3,HOXB7,0.8
SP3,DNASE2,0.8
SP3,ESR1,0.8
SP3,ETF1,0.8
SP3,CYP17A1,0.8
SP3,EXO1,0.8
SP3,CTSB,0.8
SP3,COL2A1,0.8
SP3,ABCA1,0.8
SP3,ABCA2,0.8
SP3,ACACA,0.8
SP3,AGTR1,0.8
SP3,AOX1,0.8
SP3,APOA1,0.8
SP3,BTK,0.8
SP3,CA9,0.8
SP3,CALCR,0.8
SP3,CCND1,0.8
SP3,CD14,0.8
SP3,CD83,0.8
SP3,CDH5,0.8
SP3,CDKN1A,0.8
SP3,IGFBP3,0.8
SP3,IL12B,0.8
SP3,IRF3,0.8
SP3,ITGAV,0.8
SP3,KLK3,0.8
SP3,KLKB1,0.8
SP3,KRT16,0.8
SP3,LCAT,0.8
SP3,LECT1,0.8
SP3,LIPE,0.8
SP3,LOR,0.8
SP3,LTC4S,0.8
SP3,MAP3K12,0.8
SP3,MAT2B,0.8
SP3,MET,0.8
SP3,MIP,0.8
SP3,CDKN2B,0.8
SP3,CDKN2D,0.8
SP3,CHI3L1,0.8
SP3,CHRNB4,0.8
SP3,HSD17B1,0.8
SP3,COL1A1,0.8
SP3,CNTN1,0.8
SP3,IGFBP1,0.8
SP3,MIPEP,0.8
SP3,MSH6,0.8
SP3,MUC2,0.8
SP3,MUC5AC,0.8
SP3,MYC,0.8
SP3,MYCN,0.8
SP3,NOL3,0.8
SP3,NOS3,0.8
SP3,NPR2,0.8
SP3,OPRM1,0.8
SP3,PDGFB,0.8
SP3,PFKP,0.8
SP3,PGR,0.8
SP3,RET,0.8
SP3,RNMT,0.8
SP3,RORA,0.8
SP3,SLC1A3,0.8
SP3,SLC9A3,0.8
SP3,TGFB1,0.8
SP3,TGFBR2,0.8
SP3,TGM4,0.8
SP3,TIMP2,0.8
SP3,TLR2,0.8
SP3,TNC,0.8
SP3,TNF,0.8
SP3,TNNC1,0.8
SP3,TNPO1,0.8
SP3,USF2,0.8
SP3,UTRN,0.8
SP3,CYP11A1,0.8
SP3,F2,0.8
SP3,CXCL1,0.8
SP4,CDKN1A,0.8
SP4,GABRA4,0.8
SP4,GPD2,0.8
SP4,PDE6B,0.8
SP4,ABCA2,0.8
SP4,CCND1,0.8
SPI1,TNF,0.8
SPI1,ITGAX,0.8
SPI1,ACP5,0.8
SPI1,B2M,0.8
SPI1,ITGB2,0.8
SPI1,C21orf33,0.8
SPI1,CCL5,0.8
SPI1,CD163,0.8
SPI1,CD22,0.8
SPI1,CD33,0.8
SPI1,CD40,0.8
SPI1,CD53,0.8
SPI1,CD58,0.8
SPI1,CDH13,0.8
SPI1,CHI3L1,0.8
SPI1,CLC,0.8
SPI1,CSF1R,0.8
SPI1,CTSK,0.8
SPI1,CXCR2,0.8
SPI1,CYBB,0.8
SPI1,ELANE,0.8
SPI1,ERG,0.8
SPI1,FCGR1A,0.8
SPI1,FES,0.8
SPI1,FLI1,0.8
SPI1,FLII,0.8
SPI1,FOLR1,0.8
SPI1,GATA1,0.8
SPI1,HES1,0.8
SPI1,ICAM1,0.8
SPI1,IL12B,0.8
SPI1,IL1B,0.8
SPI1,IL3,0.8
SPI1,IL5,0.8
SPI1,ITGA2,0.8
SPI1,TLR4,0.8
SPI1,TLR2,0.8
SPI1,TGFBR2,0.8
SPI1,TFEC,0.8
SPI1,TBXAS1,0.8
SPI1,SRF,0.8
SPI1,FLT3,0.8
SPI1,PML,0.8
SPI1,RARA,0.8
SPI1,RUNX1T1,0.8
SPI1,SPI1,0.8
SPI1,SLC11A1,0.8
SPI1,SERPINB1,0.8
SPI1,SCARB2,0.8
SPI1,SCARB1,0.8
SPI1,S100A9,0.8
SPI1,RNASE2,0.8
SPI1,PTCRA,0.8
SPI1,PRTN3,0.8
SPI1,PPBP,0.8
SPI1,PDGFRB,0.8
SPI1,P2RY10,0.8
SPI1,NCF1,0.8
SPI1,MYB,0.8
SPI1,MSR1,0.8
SPI1,MPO,0.8
SPI1,MMP2,0.8
SPI1,MMP12,0.8
SPI1,MME,0.8
SPI1,MCM3AP,0.8
SPI1,LTF,0.8
SPI1,KCNMA1,0.8
SPI1,ZNF202,0.8
SPI1,WAS,0.8
SPI1,TYROBP,0.8
SPI1,REL,0.8
SPI1,NOS3,0.8
SPI1,NCF4,0.8
SPI1,NCF2,0.8
SPI1,MNDA,0.8
SPI1,LSP1,0.8
SPI1,BLZF1,0.8
SPI1,ITGB1,0.8
SPI1,ITGAM,0.8
SPI1,ITGA2B,0.8
SPI1,IL3RA,0.8
SPI1,IL1RN,0.8
SPI1,EBI3,0.8
SPI1,CSF3R,0.8
SPI1,CSF2RA,0.8
SPI1,CSF1,0.8
SPI1,CIITA,0.8
SPI1,BTK,0.8
SPI1,ABCB4,0.8
SREBF1,HK3,0.8
SREBF1,PKLR,0.8
SREBF1,PRKCI,0.8
SREBF1,PRKCZ,0.8
SREBF1,GCK,0.8
SREBF1,HK2,0.8
SREBF1,ACACA,0.8
SREBF1,ACACB,0.8
SREBF1,FASN,0.8
SREBF1,HK1,0.8
SRF,ELK4,0.8
SRF,ELK1,0.8
SRF,FOS,0.8
STAT1,JAK3,0.8
STAT1,TAP1,0.8
STAT1,TYK2,0.8
STAT1,PPP2R2D,0.8
STAT1,PPP2R2B,0.8
STAT1,PPP2R2A,0.8
STAT1,PPP2R1B,0.8
STAT1,PPP2R1A,0.8
STAT1,PPP2CB,0.8
STAT1,PPP2CA,0.8
STAT1,PIAS4,0.8
STAT1,PIAS3,0.8
STAT1,PIAS2,0.8
STAT1,PIAS1,0.8
STAT1,JAK2,0.8
STAT1,JAK1,0.8
STAT1,IRF9,0.8
STAT1,IFNAR2,0.8
STAT1,IFNAR1,0.8
STAT1,EP300,0.8
STAT1,CXCL9,0.8
STAT1,CREBBP,0.8
STAT1,CISH,0.8
STAT1,CIITA,0.8
STAT1,VIP,0.8
STAT1,TP53,0.8
STAT1,SOCS2,0.8
STAT1,PSMB9,0.8
STAT1,PIM1,0.8
STAT1,MYC,0.8
STAT1,JUN,0.8
STAT1,IRF1,0.8
STAT1,FCGR1A,0.8
STAT1,CCL2,0.8
STAT1,BCL6,0.8
STAT1,SOCS3,0.8
STAT1,A2M,0.8
STAT1,APOE,0.8
STAT1,B3GAT3,0.8
STAT1,CASP4,0.8
STAT1,CCND1,0.8
STAT1,CCND2,0.8
STAT1,CCND3,0.8
STAT1,CCR5,0.8
STAT1,CD40,0.8
STAT1,CIITA,0.8
STAT1,CLC,0.8
STAT1,CSF1,0.8
STAT1,CXCL10,0.8
STAT1,CXCL11,0.8
STAT1,CDKN1A,0.8
STAT1,CYP19A1,0.8
STAT1,EGFR,0.8
STAT1,EXOC3,0.8
STAT1,FOS,0.8
STAT1,GATA3,0.8
STAT1,GBP1,0.8
STAT1,HSPB1,0.8
STAT1,ICAM1,0.8
STAT1,IFNA1,0.8
STAT1,IFNG,0.8
STAT1,IL2RA,0.8
STAT1,IL6ST,0.8
STAT1,IRF7,0.8
STAT1,JAK3,0.8
STAT1,LTC4S,0.8
STAT1,MAT2A,0.8
STAT1,MET,0.8
STAT1,MUC1,0.8
STAT1,NOL3,0.8
STAT1,NOS2,0.8
STAT1,PGF,0.8
STAT1,PLAU,0.8
STAT1,PRF1,0.8
STAT1,PTGFR,0.8
STAT1,PTTG1IP,0.8
STAT1,REG1A,0.8
STAT1,REV3L,0.8
STAT1,RNMT,0.8
STAT1,SOCS1,0.8
STAT1,SOCS5,0.8
STAT1,SOCS7,0.8
STAT1,TIMP1,0.8
STAT1,TIMP3,0.8
STAT1,TLR2,0.8
STAT1,TNFRSF8,0.8
STAT1,VEGFA,0.8
STAT1,VEGFB,0.8
STAT1,VEGFC,0.8
STAT2,CISH,0.8
STAT2,CREBBP,0.8
STAT2,EP300,0.8
STAT2,IRF9,0.8
STAT2,JAK1,0.8
STAT2,JAK2,0.8
STAT2,JAK3,0.8
STAT2,PIAS1,0.8
STAT2,PIAS2,0.8
STAT2,PIAS3,0.8
STAT2,CCND2,0.8
STAT2,CCND3,0.8
STAT2,IRF7,0.8
STAT2,MYC,0.8
STAT2,PIM1,0.8
STAT2,SOCS1,0.8
STAT2,SOCS5,0.8
STAT2,SOCS7,0.8
STAT2,PIAS4,0.8
STAT2,PPP2CA,0.8
STAT2,PPP2CB,0.8
STAT2,PPP2R1A,0.8
STAT2,PPP2R1B,0.8
STAT2,PPP2R2A,0.8
STAT2,PPP2R2B,0.8
STAT2,PPP2R2D,0.8
STAT2,TYK2,0.8
STAT2,APOE,0.8
STAT2,SOCS2,0.8
STAT2,SOCS3,0.8
STAT2,CCND1,0.8
STAT3,CSRP1,0.8
STAT3,CYP19A1,0.8
STAT3,EHHADH,0.8
STAT3,EXOC3,0.8
STAT3,FAS,0.8
STAT3,FASN,0.8
STAT3,FOS,0.8
STAT3,HMOX1,0.8
STAT3,HSP90AB1,0.8
STAT3,IGF1,0.8
STAT3,IL10,0.8
STAT3,IL2RA,0.8
STAT3,IL6,0.8
STAT3,IL6ST,0.8
STAT3,JAK3,0.8
STAT3,LBP,0.8
STAT3,MCL1,0.8
STAT3,MIA2,0.8
STAT3,MUC1,0.8
STAT3,MUC4,0.8
STAT3,NOL3,0.8
STAT3,NOS2,0.8
STAT3,OXTR,0.8
STAT3,PGF,0.8
STAT3,PIM2,0.8
STAT3,PPARGC1A,0.8
STAT3,PRF1,0.8
STAT3,PTTG1IP,0.8
STAT3,REG1A,0.8
STAT3,RORA,0.8
STAT3,SOCS5,0.8
STAT3,SOCS7,0.8
STAT3,SOS1,0.8
STAT3,SOCS3,0.8
STAT3,BCL2L1,0.8
STAT3,CCL2,0.8
STAT3,CCND1,0.8
STAT3,CCND3,0.8
STAT3,FCGR1A,0.8
STAT3,VEGFC,0.8
STAT3,JUN,0.8
STAT3,MYC,0.8
STAT3,OSM,0.8
STAT3,PIM1,0.8
STAT3,SOCS1,0.8
STAT3,SOCS2,0.8
STAT3,TNF,0.8
STAT3,VEGFA,0.8
STAT3,VIP,0.8
STAT3,PRKAB2,0.8
STAT3,PRKAG1,0.8
STAT3,PRKAG2,0.8
STAT3,TYK2,0.8
STAT3,STRA13,0.8
STAT3,CISH,0.8
STAT3,CREBBP,0.8
STAT3,EP300,0.8
STAT3,FLT3,0.8
STAT3,IRF1,0.8
STAT3,VEGFB,0.8
STAT3,IRF9,0.8
STAT3,JAK1,0.8
STAT3,JAK2,0.8
STAT3,JAK3,0.8
STAT3,PRKAB1,0.8
STAT3,PRKAA2,0.8
STAT3,PRKAA1,0.8
STAT3,KIT,0.8
STAT3,PIAS1,0.8
STAT3,PIAS2,0.8
STAT3,PIAS3,0.8
STAT3,PIAS4,0.8
STAT3,POMC,0.8
STAT3,TRH,0.8
STAT3,TNFRSF8,0.8
STAT3,TLR2,0.8
STAT3,A2M,0.8
STAT3,B3GAT3,0.8
STAT3,BCL2,0.8
STAT3,BIRC5,0.8
STAT3,CCND2,0.8
STAT3,TIMP3,0.8
STAT3,TIMP1,0.8
STAT3,CD40,0.8
STAT3,CDKN1A,0.8
STAT3,CEBPB,0.8
STAT3,CPT1A,0.8
STAT4,CISH,0.8
STAT4,SOCS3,0.8
STAT4,SOCS2,0.8
STAT4,PIM1,0.8
STAT4,MYC,0.8
STAT4,IRF1,0.8
STAT4,TYK2,0.8
STAT4,PIAS4,0.8
STAT4,PIAS3,0.8
STAT4,PIAS2,0.8
STAT4,PIAS1,0.8
STAT4,JAK3,0.8
STAT4,JAK2,0.8
STAT4,JAK1,0.8
STAT4,IRF9,0.8
STAT4,EP300,0.8
STAT4,SOCS7,0.8
STAT4,SOCS5,0.8
STAT4,SOCS1,0.8
STAT4,PTTG1IP,0.8
STAT4,PRF1,0.8
STAT4,IL2RA,0.8
STAT4,IFNG,0.8
STAT4,CCND3,0.8
STAT4,CCND2,0.8
STAT4,CCND1,0.8
STAT4,AICDA,0.8
STAT4,CREBBP,0.8
STAT5A,JAK2,0.8
STAT5A,JAK3,0.8
STAT5A,KIT,0.8
STAT5A,PIAS1,0.8
STAT5A,PIAS2,0.8
STAT5A,PIAS3,0.8
STAT5A,PIAS4,0.8
STAT5A,TYK2,0.8
STAT5A,CCND1,0.8
STAT5A,CCND2,0.8
STAT5A,CCND3,0.8
STAT5A,PIM1,0.8
STAT5A,TNF,0.8
STAT5A,TIMP3,0.8
STAT5A,SOCS7,0.8
STAT5A,SOCS5,0.8
STAT5A,SOCS3,0.8
STAT5A,SOCS2,0.8
STAT5A,SOCS1,0.8
STAT5A,RNMT,0.8
STAT5A,PTTG1IP,0.8
STAT5A,PRF1,0.8
STAT5A,PIM2,0.8
STAT5A,PAX5,0.8
STAT5A,OSM,0.8
STAT5A,MYC,0.8
STAT5A,MUC1,0.8
STAT5A,MET,0.8
STAT5A,IL6ST,0.8
STAT5A,IL6,0.8
STAT5A,IL2RA,0.8
STAT5A,IGF1,0.8
STAT5A,IFNG,0.8
STAT5A,EXOC3,0.8
STAT5A,ESR2,0.8
STAT5A,ESR1,0.8
STAT5A,EGFR,0.8
STAT5A,CSN2,0.8
STAT5A,COPS2,0.8
STAT5A,CEL,0.8
STAT5A,CD40,0.8
STAT5A,BCL2,0.8
STAT5A,BCL2L1,0.8
STAT5A,ABL1,0.8
STAT5A,BCR,0.8
STAT5A,CISH,0.8
STAT5A,CREBBP,0.8
STAT5A,EGFR,0.8
STAT5A,EP300,0.8
STAT5A,ERBB4,0.8
STAT5A,FLT3,0.8
STAT5A,IRF9,0.8
STAT5A,JAK1,0.8
STAT5B,EXOC3,0.8
STAT5B,ESR2,0.8
STAT5B,ESR1,0.8
STAT5B,EGFR,0.8
STAT5B,CEL,0.8
STAT5B,CD40,0.8
STAT5B,CCND2,0.8
STAT5B,BCL2L1,0.8
STAT5B,ANGPTL4,0.8
STAT5B,ERBB4,0.8
STAT5B,EP300,0.8
STAT5B,EGFR,0.8
STAT5B,CCND3,0.8
STAT5B,PIM1,0.8
STAT5B,PIAS2,0.8
STAT5B,PIAS1,0.8
STAT5B,KIT,0.8
STAT5B,JAK3,0.8
STAT5B,ABL1,0.8
STAT5B,BCR,0.8
STAT5B,CISH,0.8
STAT5B,CREBBP,0.8
STAT5B,JAK2,0.8
STAT5B,JAK1,0.8
STAT5B,IRF9,0.8
STAT5B,FLT3,0.8
STAT5B,BCL6,0.8
STAT5B,CCND1,0.8
STAT5B,TYK2,0.8
STAT5B,PIAS4,0.8
STAT5B,PIAS3,0.8
STAT5B,TNF,0.8
STAT5B,TIMP3,0.8
STAT5B,SOCS7,0.8
STAT5B,SOCS5,0.8
STAT5B,SOCS3,0.8
STAT5B,SOCS2,0.8
STAT5B,SOCS1,0.8
STAT5B,RNMT,0.8
STAT5B,RARA,0.8
STAT5B,PTTG1IP,0.8
STAT5B,PRF1,0.8
STAT5B,PPARG,0.8
STAT5B,PIM2,0.8
STAT5B,PAX5,0.8
STAT5B,OSM,0.8
STAT5B,MYC,0.8
STAT5B,MUC1,0.8
STAT5B,MET,0.8
STAT5B,IL6ST,0.8
STAT5B,IL2RA,0.8
STAT5B,IGF1,0.8
STAT5B,IFNG,0.8
STAT6,CCND2,0.8
STAT6,SOCS7,0.8
STAT6,SOCS5,0.8
STAT6,SOCS1,0.8
STAT6,PIM1,0.8
STAT6,MYC,0.8
STAT6,SOCS3,0.8
STAT6,CCND3,0.8
STAT6,CCND1,0.8
STAT6,BCL2L1,0.8
STAT6,SOCS2,0.8
STAT6,CISH,0.8
STAT6,CREBBP,0.8
STAT6,EP300,0.8
STAT6,IRF9,0.8
STAT6,JAK1,0.8
STAT6,JAK2,0.8
STAT6,JAK3,0.8
STAT6,PIAS1,0.8
STAT6,PIAS2,0.8
STAT6,PIAS3,0.8
STAT6,PIAS4,0.8
STAT6,TYK2,0.8
TAL1,CDH13,0.8
TBL1X,CTNNB1,0.8
TBL1X,APC,0.8
TBL1X,APC2,0.8
TCEB1,EPAS1,0.8
TCEB1,HIF1A,0.8
TCEB2,HIF1A,0.8
TCEB2,EPAS1,0.8
TCF7,MITF,0.8
TCF7,JUN,0.8
TCF7,FOSL1,0.8
TCF7,CCND3,0.8
TCF7,CCND2,0.8
TCF7,CCND1,0.8
TCF7,MMP7,0.8
TCF7,MYC,0.8
TCF7,PPARD,0.8
TCF7,BIRC5,0.8
TCF7,CCND1,0.8
TCF7,CREBBP,0.8
TCF7,CTBP1,0.8
TCF7,CTBP2,0.8
TCF7,CTNNB1,0.8
TCF7,EP300,0.8
TCF7,JUP,0.8
TCF7,MYC,0.8
TCF7,NLK,0.8
TCF7,RUVBL1,0.8
TCF7,SMAD4,0.8
TCF7,SOX17,0.8
TCF7,BIRC5,0.8
TCF7L1,MYC,0.8
TCF7L1,BIRC5,0.8
TCF7L1,CCND1,0.8
TCF7L1,CCND2,0.8
TCF7L1,CCND3,0.8
TCF7L1,FOSL1,0.8
TCF7L1,JUN,0.8
TCF7L1,MITF,0.8
TCF7L1,MMP7,0.8
TCF7L1,BIRC5,0.8
TCF7L1,CCND1,0.8
TCF7L1,CREBBP,0.8
TCF7L1,CTBP1,0.8
TCF7L1,CTBP2,0.8
TCF7L1,CTNNB1,0.8
TCF7L1,EP300,0.8
TCF7L1,JUP,0.8
TCF7L1,MYC,0.8
TCF7L1,NLK,0.8
TCF7L1,RUVBL1,0.8
TCF7L1,SMAD4,0.8
TCF7L1,SOX17,0.8
TCF7L1,PPARD,0.8
TCF7L2,SMAD4,0.8
TCF7L2,SOX17,0.8
TCF7L2,NLK,0.8
TCF7L2,MYC,0.8
TCF7L2,JUP,0.8
TCF7L2,EP300,0.8
TCF7L2,CTNNB1,0.8
TCF7L2,CTBP2,0.8
TCF7L2,CTBP1,0.8
TCF7L2,CREBBP,0.8
TCF7L2,CCND1,0.8
TCF7L2,BIRC5,0.8
TCF7L2,BIRC5,0.8
TCF7L2,CCND1,0.8
TCF7L2,CCND2,0.8
TCF7L2,CCND3,0.8
TCF7L2,FOSL1,0.8
TCF7L2,JUN,0.8
TCF7L2,MITF,0.8
TCF7L2,MMP7,0.8
TCF7L2,MYC,0.8
TCF7L2,PPARD,0.8
TCF7L2,RUVBL1,0.8
TFAP2A,PTGS2,0.8
TFAP2A,RECQL4,0.8
TFAP2A,SDC4,0.8
TFAP2A,SERPINE1,0.8
TFAP2A,SHMT2,0.8
TFAP2A,SMPD1,0.8
TFAP2A,SOS1,0.8
TFAP2A,SPHK1,0.8
TFAP2A,TSHR,0.8
TFAP2A,TGFA,0.8
TFAP2A,VEGFB,0.8
TFAP2A,TFAP2A,0.8
TFAP2A,TRIM27,0.8
TFAP2A,TPO,0.8
TFAP2A,TPH1,0.8
TFAP2A,TP73,0.8
TFAP2A,TOP1,0.8
TFAP2A,TNF,0.8
TFAP2A,TK1,0.8
TFAP2A,TIMP2,0.8
TFAP2A,TIMP1,0.8
TFAP2A,THPO,0.8
TFAP2A,TH,0.8
TFAP2A,TGFB3,0.8
TFAP2A,TCN2,0.8
TFAP2A,TBXAS1,0.8
TFAP2A,TALDO1,0.8
TFAP2A,TAF7,0.8
TFAP2A,SYT1,0.8
TFAP2A,SYN2,0.8
TFAP2A,SRM,0.8
TFAP2A,SRC,0.8
TFAP2A,SPRY2,0.8
TFAP2A,SP1,0.8
TFAP2A,SOD1,0.8
TFAP2A,SNAP91,0.8
TFAP2A,SLPI,0.8
TFAP2A,SLC6A4,0.8
TFAP2A,SLC25A21,0.8
TFAP2A,SLC19A1,0.8
TFAP2A,SLC13A4,0.8
TFAP2A,SLC11A1,0.8
TFAP2A,SERPINB2,0.8
TFAP2A,SERPINA3,0.8
TFAP2A,SEL1L,0.8
TFAP2A,SCNN1G,0.8
TFAP2A,REV3L,0.8
TFAP2A,RAD51B,0.8
TFAP2A,PSG1,0.8
TFAP2A,PRKCB,0.8
TFAP2A,PRKCA,0.8
TFAP2A,PPP4C,0.8
TFAP2A,POMC,0.8
TFAP2A,POLD2,0.8
TFAP2A,POLA2,0.8
TFAP2A,PLAUR,0.8
TFAP2A,PLAT,0.8
TFAP2A,PLA2G4A,0.8
TFAP2A,PIM1,0.8
TFAP2A,PGRMC1,0.8
TFAP2A,PECAM1,0.8
TFAP2A,PDE5A,0.8
TFAP2A,PCSK6,0.8
TFAP2A,PCDHB11,0.8
TFAP2A,OXTR,0.8
TFAP2A,OAT,0.8
TFAP2A,NTRK3,0.8
TFAP2A,NTRK1,0.8
TFAP2A,NT5E,0.8
TFAP2A,NRGN,0.8
TFAP2A,NRG2,0.8
TFAP2A,NR3C2,0.8
TFAP2A,NPY1R,0.8
TFAP2A,NPR1,0.8
TFAP2A,NOS3,0.8
TFAP2A,NOS1,0.8
TFAP2A,NOL3,0.8
TFAP2A,NNAT,0.8
TFAP2A,NME3,0.8
TFAP2A,NID1,0.8
TFAP2A,NHLH1,0.8
TFAP2A,NCL,0.8
TFAP2A,MYO6,0.8
TFAP2A,MYC,0.8
TFAP2A,MYB,0.8
TFAP2A,MMP7,0.8
TFAP2A,MMP2,0.8
TFAP2A,MIPEP,0.8
TFAP2A,MIP,0.8
TFAP2A,MICA,0.8
TFAP2A,MGAT3,0.8
TFAP2A,ME2,0.8
TFAP2A,MBTPS1,0.8
TFAP2A,MAN2B1,0.8
TFAP2A,MADCAM1,0.8
TFAP2A,LTC4S,0.8
TFAP2A,LRP8,0.8
TFAP2A,LHCGR,0.8
TFAP2A,LAMB1,0.8
TFAP2A,L1CAM,0.8
TFAP2A,KRT4,0.8
TFAP2A,KRT16,0.8
TFAP2A,KRT14,0.8
TFAP2A,KIT,0.8
TFAP2A,KCNA5,0.8
TFAP2A,ITPR1,0.8
TFAP2A,IMPA2,0.8
TFAP2A,IL4,0.8
TFAP2A,IL3,0.8
TFAP2A,IL2RB,0.8
TFAP2A,IL13RA2,0.8
TFAP2A,IL13,0.8
TFAP2A,IGFBP3,0.8
TFAP2A,IGFBP2,0.8
TFAP2A,IFNG,0.8
TFAP2A,HTT,0.8
TFAP2A,HTR4,0.8
TFAP2A,HSPB1,0.8
TFAP2A,HSD17B4,0.8
TFAP2A,HSD17B2,0.8
TFAP2A,HSD17B1,0.8
TFAP2A,HRH1,0.8
TFAP2A,HRAS,0.8
TFAP2A,HPGDS,0.8
TFAP2A,HOXA4,0.8
TFAP2A,HOXA2,0.8
TFAP2A,HOOK2,0.8
TFAP2A,HMGCS2,0.8
TFAP2A,HK2,0.8
TFAP2A,HFE,0.8
TFAP2A,HEXB,0.8
TFAP2A,HEXA,0.8
TFAP2A,HCK,0.8
TFAP2A,HAL,0.8
TFAP2A,GUCA2B,0.8
TFAP2A,GRIN2B,0.8
TFAP2A,GPX4,0.8
TFAP2A,GPC3,0.8
TFAP2A,GNRHR,0.8
TFAP2A,GNAI2,0.8
TFAP2A,GM2A,0.8
TFAP2A,GLI1,0.8
TFAP2A,GIF,0.8
TFAP2A,GFAP,0.8
TFAP2A,GDNF,0.8
TFAP2A,GCLC,0.8
TFAP2A,GAST,0.8
TFAP2A,GALNT3,0.8
TFAP2A,GALNS,0.8
TFAP2A,GALC,0.8
TFAP2A,GAA,0.8
TFAP2A,FLI1,0.8
TFAP2A,FGFR3,0.8
TFAP2A,FBLN1,0.8
TFAP2A,FASN,0.8
TFAP2A,F3,0.8
TFAP2A,F2R,0.8
TFAP2A,ETS2,0.8
TFAP2A,ETS1,0.8
TFAP2A,ERBB2,0.8
TFAP2A,EGR1,0.8
TFAP2A,EGFR,0.8
TFAP2A,DSG3,0.8
TFAP2A,DSG1,0.8
TFAP2A,DRD1,0.8
TFAP2A,DHX8,0.8
TFAP2A,DHX34,0.8
TFAP2A,DECR1,0.8
TFAP2A,DBH,0.8
TFAP2A,CYP3A4,0.8
TFAP2A,CYP11A1,0.8
TFAP2A,CXCL5,0.8
TFAP2A,CTSD,0.8
TFAP2A,CTF1,0.8
TFAP2A,CSTA,0.8
TFAP2A,CRX,0.8
TFAP2A,COL6A2,0.8
TFAP2A,CNTN1,0.8
TFAP2A,CLU,0.8
TFAP2A,CLN5,0.8
TFAP2A,CITED1,0.8
TFAP2A,CHRNA3,0.8
TFAP2A,CHRM3,0.8
TFAP2A,CHGA,0.8
TFAP2A,CGA,0.8
