Name,degree centrality,closeness centrality,betweenness centrality
SMPD1,0.0006384472961757006,0.0,0.0
SOS1,0.0014045840515865414,0.34477394499527503,1.7273729538928534e-06
STAT3,0.043797484517653064,0.44033512716915835,0.0008935686732112949
STRA6,0.0005107578369405605,0.0,0.0
TCF7,0.0023622549958500923,0.37516840303981336,2.5791672519019868e-05
TG,0.0006384472961757006,0.0,0.0
TGFB1,0.0017876524292919618,0.0,0.0
TGFB2,0.001021515673881121,0.0,0.0
TGM1,0.0005107578369405605,0.0,0.0
THPO,0.0011492051331162612,0.0,0.0
TMSB10,0.0003830683777054204,0.0,0.0
TNFAIP2,0.0007022920257932707,0.0,0.0
TNFRSF11B,0.0003192236480878503,0.0,0.0
TNFRSF1B,0.0008299814850284108,0.0,0.0
TPO,0.0005107578369405605,0.0,0.0
TRPS1,0.0011492051331162612,0.25012427542686033,1.8511467837596518e-07
UBE3A,0.0008938262146459809,0.0,0.0
UCP1,0.0006384472961757006,0.0,0.0
UCP2,0.0005746025665581306,0.0,0.0
UCP3,0.0005107578369405605,0.0,0.0
UGT2B4,0.00025537891847028025,0.0,0.0
ZMIZ1,0.001213049862733831,0.0,0.0
IL6,0.0017876524292919618,0.0,0.0
CSK,0.0007022920257932707,0.0,0.0
ARHGAP35,0.0007022920257932707,0.00031922364808785036,2.945147644819898e-07
THY1,0.00025537891847028025,0.0,0.0
SRC,0.0024899444550852325,0.0,0.0
RHOA,0.0008299814850284108,0.0,0.0
LEP,0.0005746025665581306,0.0,0.0
ARNT,0.10393921981740406,0.4734519565122151,0.0013441198849135298
HIF1A,0.01021515673881121,0.41112615318913154,0.0005439691108255089
EPAS1,0.003192236480878503,0.37552893389032244,0.00019078423781545496
ARNT2,0.0007022920257932707,0.3250299711848534,2.15782179769007e-07
CRY1,0.0026814786439379426,0.27011035864194616,3.834179477831505e-05
ARNTL,0.0023622549958500923,0.32660557772311966,7.41044419434626e-05
CRY2,0.0008938262146459809,0.0,0.0
CSNK1D,0.0012768945923514012,0.0,0.0
CSNK1E,0.0012768945923514012,0.0,0.0
BHLHE41,0.0012768945923514012,0.28478540172082245,8.917574462698096e-07
BHLHE40,0.007725212283725978,0.32950411788546696,7.189574586324793e-05
PER2,0.002234565536614952,0.2701056911050766,3.2929564502683357e-05
RORA,0.03485922237119325,0.36339369377995034,0.0005393316257893235
PER3,0.0019153418885271018,0.34630162270976766,8.863411023006677e-05
RORC,0.0014684287812041115,0.2822451083268771,1.3259290985927873e-06
RORB,0.0015961182404392515,0.294308454825757,4.315465659580769e-06
GOLPH3,0.0007022920257932707,0.0,0.0
ATF1,0.04149907425142054,0.4350408111397379,0.00022729035920303613
FLT1,0.0017238076996743917,0.0,0.0
COPA,0.0007661367554108408,0.0,0.0
CYP11B1,0.0001915341888527102,0.0,0.0
CIITA,0.0021707208069973822,0.3501650203689774,9.528667538126442e-05
CHGA,0.0007661367554108408,0.0,0.0
CGA,0.0010853604034986911,0.0,0.0
CFTR,0.0005107578369405605,0.0,0.0
CDK1,0.0022984102662325224,0.0,0.0
FLII,0.0008938262146459809,0.0,0.0
FOS,0.0744429547340867,0.419917696761519,0.0012142640394342344
GH2,0.0007661367554108408,0.0,0.0
HLA-G,0.00025537891847028025,0.0,0.0
HSPA5,0.0012768945923514012,0.0,0.0
ID2,0.005107578369405605,0.3451927111048713,0.00014167888729800754
IL10,0.0008938262146459809,0.0,0.0
IL1B,0.0008938262146459809,0.0,0.0
INHBA,0.0008938262146459809,0.0,0.0
LOR,0.0005107578369405605,0.0,0.0
LTC4S,0.0005107578369405605,0.0,0.0
MYH10,0.0005746025665581306,0.0,0.0
NANS,0.0003830683777054204,0.0,0.0
NKX6-1,0.011875119708868032,0.35234353727770396,7.673950611765213e-05
NOS1,0.0007022920257932707,0.0,0.0
NR3C2,0.002936857562408223,0.31946322925567217,1.319883827877418e-05
NT5E,0.0005746025665581306,0.0,0.0
NTS,0.0007022920257932707,0.0,0.0
OXT,0.0005746025665581306,0.0,0.0
PCSK1,0.0010853604034986911,0.0,0.0
PGK1,0.0007022920257932707,0.0,0.0
PLAUR,0.0008938262146459809,0.0,0.0
POLB,0.0005107578369405605,0.0,0.0
POLG2,0.001213049862733831,0.0,0.0
SLC19A1,0.0006384472961757006,0.0,0.0
SLC20A1,0.0012768945923514012,0.0,0.0
SLC6A4,0.0009576709442635509,0.0,0.0
SPRR3,0.00025537891847028025,0.0,0.0
ST3GAL5,0.00044691310732299046,0.0,0.0
TEAD1,0.0015961182404392515,0.3694751653252679,0.00018776668271936533
ERBB2,0.0012768945923514012,0.0,0.0
EXOC3,0.0008938262146459809,0.0,0.0
FLI1,0.004724509991700185,0.3502748760616422,0.00010647645531719726
TFRC,0.001021515673881121,0.0,0.0
CD8A,0.0003830683777054204,0.0,0.0
CCNA1,0.0012768945923514012,0.0,0.0
CCL5,0.0010853604034986911,0.0,0.0
CCDC65,0.0003830683777054204,0.0,0.0
CALCA,0.0003830683777054204,0.0,0.0
BRCA1,0.011364361871927471,0.4379171946055579,0.0009669855999716009
ATM,0.003894528506671774,0.3582630379154431,3.0577318170981405e-05
AQP3,0.0005746025665581306,0.0,0.0
APEX1,0.002426099725467662,0.33804832163867693,6.490683947609459e-06
AGXT,0.0003192236480878503,0.0,0.0
AGT,0.0003830683777054204,0.0,0.0
ADRB3,0.0005107578369405605,0.0,0.0
ACHE,0.0005746025665581306,0.0,0.0
TNF,0.0026814786439379426,0.0,0.0
TOP1,0.0015322735108216816,0.0,0.0
TOP2A,0.0010853604034986911,0.0,0.0
UBE2I,0.004213752154759624,0.0,0.0
UGT8,0.0003830683777054204,0.0,0.0
VIPR1,0.0005107578369405605,0.0,0.0
CYP11B2,0.0003830683777054204,0.0,0.0
DPAGT1,0.0005746025665581306,0.0,0.0
EGR1,0.1951094937112941,0.5249006462356285,0.003039794323581826
VIP,0.0014684287812041115,0.0,0.0
TSPAN31,0.0007022920257932707,0.0,0.0
TH,0.0009576709442635509,0.0,0.0
LDHA,0.0009576709442635509,0.0,0.0
PENK,0.0005746025665581306,0.0,0.0
ATF2,0.07482602311179211,0.4473033722778876,0.0009328039722644433
ACE,0.0007661367554108408,0.0,0.0
ATF3,0.037157632637425775,0.4050115651202462,0.00022861268308582778
IFNB1,0.0007661367554108408,0.0,0.0
IFNG,0.0014684287812041115,0.0,0.0
IMPDH2,0.0005746025665581306,0.0,0.0
SELE,0.00044691310732299046,0.0,0.0
FN1,0.0015961182404392515,0.0,0.0
NR4A2,0.002106876077379812,0.30874252082347287,5.301923257161304e-06
HFE,0.00044691310732299046,0.0,0.0
HLA-E,0.0001915341888527102,0.0,0.0
HLA-F,0.00025537891847028025,0.0,0.0
MAPK14,0.0026176339143203727,6.384472961757006e-05,3.5809774822096617e-07
MAPK13,0.0013407393219689713,6.384472961757006e-05,1.2597967702259205e-07
MAPK12,0.001851497158909532,6.384472961757006e-05,1.4092993026485345e-07
MAPK11,0.0016599629700568216,6.384472961757006e-05,1.495747454668664e-07
ASNS,0.0003192236480878503,0.0,0.0
MKNK2,0.0007022920257932707,0.0,0.0
ATF4,0.03913681925557045,0.407854307743008,0.0003286585753222904
RPS6KA5,0.0014045840515865414,0.0,0.0
RPS6KA4,0.001213049862733831,0.0,0.0
RPS6KA3,0.0008299814850284108,0.0,0.0
RPS6KA2,0.0006384472961757006,0.0,0.0
RPS6KA1,0.0013407393219689713,0.0,0.0
PRKX,0.0008299814850284108,0.0,0.0
PRKACG,0.0008299814850284108,0.0,0.0
PRKACB,0.0014684287812041115,0.0,0.0
PRKACA,0.003192236480878503,0.0,0.0
CAMK2B,0.0015961182404392515,0.0,0.0
CAMK2D,0.0009576709442635509,0.0,0.0
CAMK2G,0.0007022920257932707,0.0,0.0
CAMK4,0.0007022920257932707,0.0,0.0
CREBBP,0.025090978739705033,0.46548589470669394,0.004814377578026279
DDIT3,0.02062184766647513,0.36867343611139164,0.0001540373715898895
EIF2S1,0.0005107578369405605,0.0,0.0
EP300,0.049479665453616796,0.47811508103419026,0.0057455760246624635
GSK3B,0.002936857562408223,0.0,0.0
MAPKAPK2,0.0007022920257932707,0.0,0.0
MAPKAPK3,0.0012768945923514012,0.0,0.0
MKNK1,0.0003830683777054204,0.0,0.0
PPP1R15A,0.0007661367554108408,0.0,0.0
HPGD,0.0003830683777054204,0.0,0.0
DISC1,0.00025537891847028025,0.0,0.0
CAMK2A,0.0012768945923514012,0.0,0.0
CXCR5,0.0015961182404392515,0.0,0.0
RPS6KA6,0.0007661367554108408,0.0,0.0
ATF5,0.0358168933154568,0.39433427544213484,4.221632502220133e-05
ATF6,0.046415118431973434,0.4114724740510367,0.0002284774161056918
PSEN2,0.0007661367554108408,0.0,0.0
PSEN1,0.001213049862733831,0.0,0.0
XBP1,0.025346357658175316,0.36239952574076745,9.933289820684518e-05
SRF,0.0552256911191981,0.4299432375467814,0.0014817267168359234
ATF6B,0.0016599629700568216,0.31268911849108366,4.368027827384027e-06
TP53,0.06850539487965268,0.46852755662882273,0.00465471622726032
CHEK2,0.0009576709442635509,0.0,0.0
CHEK1,0.0008299814850284108,0.0,0.0
PRDM1,0.002234565536614952,0.26746203662179224,1.049992143945996e-05
BCL6,0.004724509991700185,0.366778899130647,0.0001525372068202098
TAF10,0.002936857562408223,0.32939996089289997,2.0510028197857364e-05
ELK4,0.0014045840515865414,0.32077441244948146,5.0833417391240005e-06
DDB2,0.0011492051331162612,0.3328297492600882,2.4291269640361476e-05
ERG,0.0026176339143203727,0.35036123961650567,1.979709647732758e-05
IGF1R,0.002106876077379812,0.0,0.0
JAK1,0.0014684287812041115,0.0,0.0
JAK2,0.0012768945923514012,0.0,0.0
PCNA,0.002043031347762242,0.0,0.0
FHIT,0.0005107578369405605,0.0,0.0
BRCA2,0.0024899444550852325,0.34268023730106506,6.960282039933076e-05
RAD51,0.0032560812104960733,0.3265987535363724,0.00015273449153885784
HOMER3,0.0005746025665581306,0.0,0.0
CEBPA,0.06627082934303773,0.46388343851646435,0.0011863366002157663
HP,0.0001915341888527102,0.0,0.0
HPX,0.0005107578369405605,0.0,0.0
HSPA4,0.001213049862733831,0.0,0.0
IGF1,0.0009576709442635509,0.0,0.0
IGFBP1,0.0005107578369405605,0.0,0.0
IL12B,0.0008299814850284108,0.0,0.0
IL1A,0.0006384472961757006,0.0,0.0
IL3,0.0008299814850284108,0.0,0.0
IL4,0.0008299814850284108,0.0,0.0
IL5,0.0006384472961757006,0.0,0.0
IRS1,0.0014045840515865414,0.0,0.0
ITGA2,0.0003830683777054204,0.0,0.0
ITGA5,0.0009576709442635509,0.0,0.0
ITGAL,0.0003192236480878503,0.0,0.0
ITGB2,0.00044691310732299046,0.0,0.0
IVL,0.0003192236480878503,0.0,0.0
KCNMA1,0.0009576709442635509,0.0,0.0
LBP,0.0005107578369405605,0.0,0.0
LDLR,0.00044691310732299046,0.0,0.0
LIPC,0.0005746025665581306,0.0,0.0
LSP1,0.001021515673881121,0.0,0.0
LTF,0.0003830683777054204,0.0,0.0
MAT2A,0.0009576709442635509,0.0,0.0
MME,0.0006384472961757006,0.0,0.0
MMP11,0.0003830683777054204,0.0,0.0
MMP12,0.0003830683777054204,0.0,0.0
MPO,0.0007022920257932707,0.0,0.0
MSR1,0.0003192236480878503,0.0,0.0
MYBL1,0.0009576709442635509,0.31809797399724826,1.298258084086739e-06
NFYA,0.09998084658111472,0.46103752785071916,0.0014449798153121647
NFYB,0.01768499010406691,0.40677170594245665,0.00014536357162676887
NFYC,0.02055800293685756,0.3854276006472884,0.00010881721224345772
NOS2,0.0009576709442635509,0.0,0.0
NR5A1,0.0036391495882014935,0.37582689390134366,0.00020829055870761427
PCK2,0.0008299814850284108,0.0,0.0
PREB,0.00044691310732299046,0.2635432945701604,1.0607068030801965e-06
PSG1,0.0007661367554108408,0.0,0.0
RNASE2,0.00044691310732299046,0.0,0.0
SERPINC1,0.00012768945923514013,0.0,0.0
SFTPD,0.0003830683777054204,0.0,0.0
SLC10A1,6.384472961757006e-05,0.0,0.0
SLC9A1,0.00025537891847028025,0.0,0.0
SOD1,0.0015322735108216816,0.0,0.0
SP1,0.20564387409819318,0.5293445881760568,0.006959848448425791
SREBF1,0.04335057141033007,0.41275459055322905,0.00036867029402131194
SREBF2,0.04207367681797867,0.40929605509952294,0.00025061526171084894
STAR,0.0003192236480878503,0.0,0.0
TF,0.0007022920257932707,0.0,0.0
TK1,0.0007022920257932707,0.0,0.0
TPH1,0.0001915341888527102,0.0,0.0
TWF2,0.00044691310732299046,0.0,0.0
UBE2L3,0.0017238076996743917,0.0,0.0
UBP1,0.0008938262146459809,6.384472961757006e-05,4.647107123230103e-06
UHRF1,0.0008938262146459809,0.0,0.0
XDH,0.00025537891847028025,0.0,0.0
GDNF,0.001979186618144672,0.0,0.0
FGL2,0.0003192236480878503,0.0,0.0
FGA,0.0005107578369405605,0.0,0.0
FCAR,0.0003192236480878503,0.0,0.0
FASN,0.001213049862733831,0.0,0.0
FAS,0.001021515673881121,0.0,0.0
F8,0.0005107578369405605,0.0,0.0
F3,0.001851497158909532,0.0,0.0
EPX,0.0005107578369405605,0.0,0.0
CPS1,0.0005746025665581306,0.0,0.0
CSF3R,0.0008299814850284108,0.0,0.0
CSRP1,0.001021515673881121,0.0,0.0
TFAP2A,0.18859733129030196,0.5102172719758056,0.002227403712753614
TIMP2,0.0008299814850284108,0.0,0.0
TSC22D3,0.0022984102662325224,0.34068604311699363,2.274048958318211e-05
EPO,0.001213049862733831,0.0,0.0
ENPP3,0.0005107578369405605,0.0,0.0
ELN,0.0007661367554108408,0.0,0.0
RUNX1T1,0.005107578369405605,0.3492886492871843,0.00020883718078820363
FLT3,0.0007022920257932707,0.0,0.0
ELANE,0.0003192236480878503,0.0,0.0
EHHADH,0.0005107578369405605,0.0,0.0
E2F3,0.05311881504181829,0.42995506379454773,0.0004313664519927907
E2F2,0.06244014556598352,0.43250093645031357,0.0001970676050663302
E2F1,0.1392453552959203,0.47886209007569336,0.0024831504461113652
CXCL9,0.0005107578369405605,0.0,0.0
CSN2,0.00025537891847028025,0.0,0.0
CSF1,0.00044691310732299046,0.0,0.0
CREB1,0.09225563429738874,0.4501631870590324,0.0013579057525171592
COMT,0.0009576709442635509,0.0,0.0
CEL,0.0005107578369405605,0.0,0.0
CDK2,0.0032560812104960733,0.0,0.0
CD19,0.0007022920257932707,0.0,0.0
CD14,0.0007661367554108408,0.0,0.0
CCR2,0.00012768945923514013,0.0,0.0
CCNE1,0.001851497158909532,0.0,0.0
CCNB1,0.0009576709442635509,0.0,0.0
C8orf76,0.00012768945923514013,0.0,0.0
ALOX5AP,0.0005746025665581306,0.0,0.0
AEBP1,0.0006384472961757006,0.27759357019749564,4.830861960503776e-07
ACACA,0.0015961182404392515,0.0,0.0
ABCC1,0.0003830683777054204,0.0,0.0
